#   gal ID      M*           (g-r)       SFR
  414920    1.3301e+08     0.3381    1.6865e-02
  414921    1.1554e+09     0.5243    6.2607e-02
  414922    2.3512e+08     0.4132    2.2030e-02
  414923    4.3292e+07     0.4621    2.2732e-03
  414925    2.1688e+08     0.3698    2.7832e-02
  414926    3.5672e+08     0.6129    6.2514e-03
  414929    1.0776e+08     0.6857    1.0000e-05
  414930    6.3011e+08     0.8122    1.0000e-05
  414931    8.4081e+07     0.6886    1.0000e-05
  414933    5.4106e+07     0.6651    1.0000e-05
  414946    3.8221e+07     0.6815    1.0000e-05
  414963    3.1514e+07     0.7209    1.0000e-05
  414984    3.0938e+07     0.7558    1.0000e-05
  416714    4.6827e+08     0.3808    3.1935e-02
  416715    1.0790e+09     0.4803    5.7929e-02
  416716    4.6412e+08     0.4057    4.9128e-02
  416719    5.7062e+07     0.2964    1.7873e-02
  416720    1.5668e+08     0.4136    2.0818e-02
  416721    3.4303e+07     0.5114    1.7716e-03
  416722    9.1429e+07     0.4672    5.3475e-03
  416724    6.2452e+07     0.6629    1.0000e-05
  416725    1.8375e+08     0.6930    1.0000e-05
  416726    4.0009e+08     0.6712    1.0000e-05
  416727    8.1129e+07     0.6766    1.0000e-05
  416728    2.0530e+08     0.6897    1.0000e-05
  416732    1.2171e+08     0.7158    1.0000e-05
  416734    5.1096e+07     0.6585    1.0000e-05
  416739    4.5543e+07     0.6398    1.0000e-05
  416746    2.9092e+07     0.6693    1.0000e-05
  418338    1.0486e+08     0.3017    2.4328e-02
  418339    4.2512e+08     0.2962    9.3362e-02
  418340    2.5183e+08     0.3792    5.0717e-02
  418341    2.9639e+07     0.6391    1.0000e-05
  418342    1.0172e+08     0.6572    1.0000e-05
  418345    2.5717e+08     0.7156    1.0000e-05
  418348    5.9156e+07     0.6749    1.0000e-05
  418357    9.5604e+07     0.7240    1.0000e-05
  418360    2.7029e+07     0.6687    1.0000e-05
  418368    3.6387e+07     0.6924    1.0000e-05
  419622    5.3597e+08     0.1525    1.5799e-01
  419623    1.1581e+09     0.4318    1.1592e-01
  419624    4.6339e+08     0.2040    1.2993e-01
  419625    2.5682e+08     0.6113    2.2121e-03
  419626    6.2014e+08     0.4385    4.7221e-02
  419627    5.3197e+07     0.2781    8.9768e-03
  419628    9.7026e+07     0.4857    2.6580e-03
  419629    1.4503e+08     0.4541    1.2538e-02
  419630    1.3476e+08     0.4188    1.8329e-02
  419631    1.3823e+08     0.6685    1.0000e-05
  419632    5.2596e+07     0.4547    3.4838e-03
  419634    2.0172e+08     0.4480    1.1289e-02
  419638    1.2454e+08     0.6921    1.0000e-05
  419640    4.8850e+07     0.6294    1.0000e-05
  419646    4.0162e+07     0.6725    1.0000e-05
  419649    8.1673e+07     0.6410    1.0000e-05
  419659    4.0823e+07     0.6826    1.0000e-05
  419665    1.1261e+08     0.7850    1.0000e-05
  419711    3.2174e+07     0.7148    1.0000e-05
  421560    2.2192e+08     0.4239    2.7947e-02
  421561    8.9743e+08     0.7507    1.0000e-05
  421562    9.5467e+07     0.6477    1.0000e-05
  421564    5.1120e+07     0.6778    1.0000e-05
  421565    3.4544e+07     0.6590    1.0000e-05
  421566    3.5336e+08     0.7917    1.0000e-05
  421567    2.8200e+08     0.7854    1.0000e-05
  421573    2.5325e+07     0.6639    1.0000e-05
  421574    3.9504e+07     0.6634    1.0000e-05
  421582    7.1593e+07     0.7026    1.0000e-05
  421602    5.8822e+07     0.7383    1.0000e-05
  421616    2.7646e+07     0.7245    1.0000e-05
  422761    3.9704e+08     0.6644    4.9445e-04
  422762    2.7107e+08     0.5559    1.3245e-02
  422763    1.0225e+09     0.7812    1.0000e-05
  422764    8.1882e+07     0.6543    1.0000e-05
  422765    4.0431e+08     0.0861    2.2811e-01
  422769    1.5812e+08     0.7113    1.0000e-05
  422771    1.1098e+08     0.6494    1.0000e-05
  422772    1.0704e+08     0.7072    1.0000e-05
  424292    1.2412e+08     0.2313    3.3416e-02
  424293    4.5154e+08     0.6154    7.3272e-03
  424294    2.4476e+08     0.1712    1.0512e-01
  424295    2.5779e+08     0.4844    1.7650e-02
  424296    3.3605e+07     0.3155    2.7134e-03
  424297    5.7523e+07     0.6692    1.0000e-05
  424298    5.3754e+07     0.6044    6.3698e-04
  424302    6.3795e+07     0.6451    1.0000e-05
  424312    2.8770e+07     0.6286    1.0000e-05
  424334    6.7066e+07     0.7371    1.0000e-05
  425721    3.2944e+07     0.2032    7.4570e-03
  425722    1.5753e+08     0.2066    5.1300e-02
  425723    1.2126e+09     0.2981    4.5693e-02
  425725    2.9176e+07     0.4483    3.4618e-03
  425730    4.0955e+08     0.5958    8.8826e-03
  425731    2.6915e+08     0.5847    1.0000e-05
  425732    7.7485e+07     0.6734    1.0000e-05
  425734    3.0544e+07     0.6539    1.0000e-05
  425745    1.3594e+08     0.6825    1.0000e-05
  425747    1.9032e+08     0.7388    1.0000e-05
  425753    6.1469e+07     0.6565    1.0000e-05
  427212    1.1555e+09     0.4674    6.1076e-02
  427214    3.3802e+08     0.3770    4.9386e-02
  427215    7.1304e+08     0.3119    1.0725e-01
  427216    2.5299e+08     0.3035    4.3013e-02
  427217    3.1156e+08     0.6897    1.0000e-05
  427218    6.3000e+08     0.6618    3.7236e-03
  427219    3.9236e+07     0.6668    1.0000e-05
  427220    2.8156e+07     0.6307    1.0000e-05
  427226    5.3226e+07     0.6590    1.0000e-05
  427232    3.3722e+07     0.6436    1.0000e-05
  427245    1.3672e+08     0.7812    1.0000e-05
  428180    1.7778e+08     0.1880    6.5656e-02
  428182    6.5495e+08     0.3879    5.6017e-02
  428183    6.7410e+08     0.4942    3.3832e-02
  428184    1.6543e+08     0.3024    1.8032e-02
  428187    3.0705e+07     0.6080    1.0000e-05
  428188    4.2702e+07     0.6503    1.0000e-05
  428189    4.9958e+07     0.6525    1.0000e-05
  428190    3.4974e+08     0.7958    1.0000e-05
  428191    3.1988e+08     0.7253    1.0000e-05
  428192    1.2720e+08     0.6275    1.7364e-03
  428195    3.2773e+07     0.6323    1.0000e-05
  428202    7.4751e+07     0.7145    1.0000e-05
  428211    8.7156e+07     0.8235    1.0000e-05
  429474    3.1593e+08     0.1961    1.3940e-01
  429475    2.2279e+08     0.3094    4.9911e-02
  429476    1.1324e+09     0.3575    2.2576e-01
  429477    6.8829e+08     0.5541    2.7538e-02
  429478    7.7910e+08     0.4952    3.5104e-02
  429479    3.2706e+08     0.5279    1.4630e-02
  429480    1.5295e+08     0.5376    5.6834e-03
  429482    8.0722e+07     0.6814    1.0000e-05
  429493    1.1796e+08     0.7586    1.0000e-05
  430867    4.1325e+08     0.2332    1.3515e-01
  430868    5.1551e+08     0.3047    4.2184e-02
  430872    1.2097e+08     0.4295    7.9396e-03
  430874    6.5058e+07     0.5930    7.5812e-04
  430877    4.2590e+07     0.6507    1.0000e-05
  430881    4.5830e+07     0.6140    1.0000e-05
  430893    9.9788e+07     0.7007    1.0000e-05
  430900    3.4930e+07     0.6544    1.0000e-05
  430916    5.1359e+07     0.7076    1.0000e-05
  430933    3.6944e+07     0.3634    6.9822e-04
  432111    5.5741e+08     0.5182    3.2484e-02
  432113    1.5290e+08     0.4289    7.8281e-03
  432114    1.8870e+08     0.4628    1.8402e-02
  432115    1.4185e+08     0.6805    1.0000e-05
  432117    3.7180e+07     0.6152    1.0000e-05
  432118    1.4143e+08     0.6621    1.0000e-05
  432119    5.3182e+08     0.7927    1.0000e-05
  432120    2.5859e+07     0.6386    1.0000e-05
  432121    3.4792e+07     0.6523    1.0000e-05
  432122    8.3768e+07     0.6874    1.0000e-05
  432124    7.3134e+07     0.6654    1.0000e-05
  432144    1.0212e+08     0.7916    1.0000e-05
  433290    4.7263e+08     0.3875    4.5525e-02
  433292    5.2781e+08     0.4667    2.2071e-02
  433296    3.1020e+07     0.5570    2.0270e-04
  433298    3.8106e+07     0.4692    1.3966e-03
  433300    3.0210e+07     0.6422    1.0000e-05
  433301    2.4401e+08     0.6986    1.0000e-05
  433302    2.7200e+08     0.7121    1.0000e-05
  433303    2.7343e+07     0.6544    1.0000e-05
  433306    2.9076e+07     0.6333    1.0000e-05
  433308    2.5554e+07     0.6398    1.0000e-05
  433309    2.5016e+08     0.7466    1.0000e-05
  434359    6.4516e+08     0.3437    1.0000e-01
  434360    1.2312e+08     0.4469    4.3965e-03
  434361    5.7396e+08     0.7584    1.0000e-05
  434365    3.9908e+07     0.6475    1.0000e-05
  434372    6.8814e+07     0.7133    1.0000e-05
  435754    1.1858e+09     0.4867    3.6262e-02
  435755    7.3493e+08     0.6525    1.4040e-02
  435756    3.5638e+08     0.4436    2.4114e-02
  435757    3.5111e+07     0.3733    4.8780e-03
  435758    6.1959e+08     0.6881    1.0000e-05
  435759    4.8471e+07     0.4227    5.5965e-03
  435760    5.3161e+08     0.7045    1.0000e-05
  435763    2.8975e+07     0.6528    1.0000e-05
  435766    1.5217e+08     0.6507    1.0000e-05
  435767    4.4492e+07     0.6586    1.0000e-05
  435770    7.7355e+07     0.6047    1.0000e-05
  435793    4.5197e+07     0.6625    1.0000e-05
  435807    5.6130e+07     0.7153    1.0000e-05
  436934    2.1609e+08     0.4757    1.3823e-02
  436935    3.7711e+08     0.5937    8.1979e-03
  436937    8.9224e+08     0.3888    1.4459e-01
  436938    1.0638e+08     0.6429    1.0000e-05
  436939    3.9926e+08     0.5948    1.3739e-02
  436940    2.1087e+08     0.7090    1.0000e-05
  436942    3.8734e+07     0.6423    1.0000e-05
  436955    1.6527e+08     0.7278    1.0000e-05
  436968    2.4842e+08     0.8370    1.0000e-05
  438150    2.8596e+08     0.6949    1.0000e-05
  438156    8.8396e+07     0.6783    1.0000e-05
  438161    1.4436e+08     0.7499    1.0000e-05
  438162    9.4567e+07     0.7189    1.0000e-05
  439102    4.8724e+07     0.4206    4.8519e-03
  439103    2.7858e+07     0.6251    1.0000e-05
  439107    3.1238e+07     0.5013    2.3355e-03
  439110    2.3078e+08     0.6960    1.0000e-05
  439112    2.8482e+07     0.6465    1.0000e-05
  439124    5.1315e+07     0.7096    1.0000e-05
  440412    5.4238e+08     0.3696    1.8609e-02
  440413    4.3185e+07     0.2699    6.3414e-03
  440416    1.1819e+08     0.6066    1.0064e-04
  440420    1.2215e+08     0.6989    1.0000e-05
  440429    7.1524e+07     0.7263    1.0000e-05
  441712    9.0014e+07     0.6741    1.0000e-05
  441713    2.6100e+07     0.6555    1.0000e-05
  441720    1.4925e+08     0.7008    1.0000e-05
  441723    3.3025e+07     0.6676    1.0000e-05
  443053    3.5313e+08     0.3538    6.2671e-02
  443054    8.5304e+07     0.3052    2.2036e-02
  443055    1.1412e+08     0.2067    3.3333e-02
  443056    3.8567e+08     0.6294    7.1985e-03
  443059    3.6398e+07     0.6534    1.0000e-05
  443062    9.9330e+07     0.6903    1.0000e-05
  443068    1.0636e+08     0.7156    1.0000e-05
  443071    2.7953e+07     0.6595    1.0000e-05
  443079    2.5762e+07     0.6679    1.0000e-05
  443099    4.7858e+07     0.7813    1.0000e-05
  444137    8.3872e+08     0.4143    2.8936e-02
  444138    3.0141e+08     0.4196    1.7272e-02
  444139    2.8466e+07     0.6522    1.6118e-04
  444142    4.9643e+07     0.5998    1.0000e-05
  444144    9.0923e+07     0.6692    1.0000e-05
  444145    2.0497e+08     0.6574    1.0000e-05
  445627    1.0878e+09     0.3544    1.0776e-01
  445628    8.8103e+08     0.3169    1.7883e-01
  445629    5.0162e+07     0.6287    7.1944e-05
  445634    3.1424e+07     0.6671    1.0000e-05
  445637    2.3135e+08     0.6733    1.0000e-05
  445663    2.2578e+08     0.8128    1.0000e-05
  445669    1.1873e+08     0.7790    1.0000e-05
  445672    1.1470e+08     0.7657    1.0000e-05
  446671    3.2770e+08     0.4822    2.8418e-02
  446672    1.7550e+08     0.3529    2.9022e-02
  446673    1.4507e+08     0.3024    2.9594e-02
  446674    1.5355e+08     0.3672    1.3985e-02
  446676    4.8763e+07     0.3284    8.2765e-03
  446677    2.5300e+07     0.6365    1.0000e-05
  446682    7.3368e+07     0.6542    1.0000e-05
  447915    5.8279e+08     0.3246    6.3923e-02
  447916    1.1126e+08     0.3547    8.0640e-03
  447917    1.4354e+08     0.5014    7.0578e-03
  447919    1.3609e+08     0.6942    1.0000e-05
  447920    4.6744e+07     0.6536    1.0000e-05
  447924    1.3040e+08     0.7217    1.0000e-05
  447927    3.3794e+07     0.6814    1.0000e-05
  447938    7.2084e+07     0.7382    1.0000e-05
  448831    1.0354e+08     0.6562    1.0000e-05
  448832    4.0827e+07     0.6531    1.0000e-05
  448836    4.6284e+07     0.6564    1.0000e-05
  448839    3.4658e+07     0.6725    1.0000e-05
  448841    3.1622e+07     0.6417    1.0000e-05
  448853    3.4522e+07     0.7273    1.0000e-05
  449661    9.8283e+07     0.4956    2.7796e-03
  449663    9.2375e+07     0.6563    1.0000e-05
  449670    1.3476e+08     0.7158    1.0000e-05
  449676    2.7523e+07     0.6690    1.0000e-05
  449678    2.7372e+07     0.6724    1.0000e-05
  449680    4.6908e+07     0.6918    1.0000e-05
  449682    8.3667e+07     0.7281    1.0000e-05
  450918    9.3337e+07     0.2885    2.1671e-02
  450919    1.0191e+09     0.4294    9.6334e-02
  450924    2.9720e+08     0.7651    1.0000e-05
  452033    2.8658e+07     0.2347    8.3236e-03
  452034    9.5511e+08     0.7023    4.7053e-03
  452037    1.7595e+08     0.6626    1.0000e-05
  452038    4.1161e+08     0.7595    1.0000e-05
  452039    1.1067e+08     0.6987    1.0000e-05
  452043    8.9093e+07     0.7132    1.0000e-05
  452045    5.0900e+07     0.6842    1.0000e-05
  452074    2.9000e+07     0.7309    1.0000e-05
  452982    2.9301e+08     0.1529    8.7576e-02
  452983    1.8678e+08     0.4016    2.6368e-02
  452985    2.4497e+08     0.4988    2.2834e-03
  452987    1.0574e+08     0.4988    1.0000e-05
  452990    8.8558e+07     0.7094    1.0000e-05
  452992    2.7753e+07     0.6567    1.0000e-05
  454173    1.8976e+08     0.2548    4.7383e-02
  454174    1.9239e+08     0.6996    1.0000e-05
  454176    7.1428e+07     0.6749    1.0000e-05
  454178    1.1007e+08     0.5889    2.0750e-03
  454187    5.2978e+07     0.7039    1.0000e-05
  454199    3.1116e+07     0.6926    1.0000e-05
  455293    8.9881e+08     0.3107    5.3270e-02
  455294    3.4135e+08     0.6002    6.4811e-03
  455300    3.9536e+07     0.6526    1.0000e-05
  456328    9.0920e+07     0.6669    1.0000e-05
  456335    3.5115e+07     0.4823    7.6204e-04
  456339    2.2660e+08     0.7355    1.0000e-05
  456342    1.4406e+08     0.7302    1.0000e-05
  456344    1.3895e+08     0.7064    1.0000e-05
  456354    4.9660e+07     0.6999    1.0000e-05
  457433    9.7923e+07     0.4244    8.9653e-03
  457434    4.6731e+08     0.4516    3.7954e-02
  457436    1.2049e+08     0.6739    1.0000e-05
  457443    3.3864e+07     0.6521    1.0000e-05
  458473    3.5273e+08     0.4257    2.0028e-02
  458474    3.5863e+08     0.2605    1.2979e-01
  458475    1.5814e+08     0.2696    2.6868e-02
  458476    1.9713e+08     0.2663    6.8796e-02
  458477    3.6999e+08     0.3316    4.0389e-02
  458478    9.4992e+07     0.2921    1.6383e-02
  458480    4.5743e+07     0.6491    1.0000e-05
  458484    8.9013e+07     0.6848    1.0000e-05
  459560    7.3986e+08     0.2994    1.5088e-01
  459561    1.8623e+08     0.4813    6.0925e-03
  459562    3.7837e+07     0.6541    1.0000e-05
  459564    1.1276e+08     0.6527    1.0000e-05
  459575    2.8421e+07     0.6626    1.0000e-05
  459600    6.2861e+07     0.7717    1.0000e-05
  460727    1.0797e+08     0.6133    1.0000e-05
  460728    2.6972e+08     0.2260    9.8008e-02
  460731    2.7672e+07     0.6190    1.0000e-05
  460734    5.3034e+07     0.6517    1.0000e-05
  460736    2.4548e+08     0.5451    1.0000e-05
  460747    3.2800e+07     0.6556    1.0000e-05
  460758    2.6248e+07     0.6860    1.0000e-05
  460763    5.3111e+07     0.7024    1.0000e-05
  461786    1.4703e+08     0.2627    2.9700e-02
  461788    4.1915e+07     0.6155    1.0000e-05
  461795    1.0894e+08     0.7070    1.0000e-05
  461803    4.6432e+07     0.6940    1.0000e-05
  461812    4.0334e+07     0.6805    1.0000e-05
  462712    6.8274e+07     0.5119    2.2154e-03
  462718    3.3323e+08     0.6929    1.0000e-05
  462721    2.0523e+08     0.7449    1.0000e-05
  462734    3.7192e+07     0.6875    1.0000e-05
  462790    3.5726e+07     0.7796    1.0000e-05
  464165    6.6188e+08     0.5637    1.6280e-02
  464166    1.9557e+08     0.3755    3.9087e-02
  464167    2.5748e+08     0.6608    1.0000e-05
  464173    5.0855e+07     0.6743    1.0000e-05
  464181    1.6142e+08     0.7049    1.0000e-05
  464183    6.8221e+07     0.6761    1.0000e-05
  464190    9.4278e+07     0.7057    1.0000e-05
  464200    2.8965e+07     0.6731    1.0000e-05
  465256    7.8696e+08     0.2973    1.2956e-01
  465257    5.7482e+08     0.4536    2.9852e-02
  465258    1.1463e+09     0.4237    1.1090e-01
  465259    4.2366e+07     0.3708    6.1851e-03
  465261    1.2976e+08     0.4158    1.5886e-02
  465263    2.5759e+07     0.4291    3.2425e-03
  465264    1.7814e+08     0.7141    1.0000e-05
  465265    3.2827e+07     0.6447    1.0000e-05
  466551    1.3759e+08     0.6840    1.0000e-05
  466552    1.8460e+08     0.6920    1.0000e-05
  466553    9.5752e+07     0.6909    1.0000e-05
  466559    3.7386e+07     0.6695    1.0000e-05
  466595    3.9473e+07     0.7770    1.0000e-05
  467417    5.0156e+08     0.2801    1.0366e-01
  467419    1.2821e+08     0.3249    1.9058e-02
  467420    6.8533e+08     0.7643    1.0000e-05
  467423    8.5227e+07     0.6727    1.0000e-05
  467470    4.6346e+07     0.7989    1.0000e-05
  468591    6.2551e+07     0.2727    6.7750e-03
  468592    5.8919e+07     0.2584    7.6260e-03
  468593    8.3003e+07     0.6003    1.0000e-05
  468594    2.5856e+07     0.6525    1.0000e-05
  468595    2.2705e+08     0.6953    1.0000e-05
  468596    3.6525e+08     0.5079    1.7180e-02
  468608    4.4141e+07     0.6975    1.0000e-05
  469489    8.6910e+07     0.3751    6.4205e-03
  469492    4.9097e+07     0.6621    1.0000e-05
  469493    1.5146e+08     0.6934    1.0000e-05
  469502    1.0406e+08     0.7337    1.0000e-05
  469504    1.0486e+08     0.6738    1.0000e-05
  470347    6.0410e+08     0.2240    1.6161e-01
  470350    1.2331e+08     0.3460    8.2042e-03
  470351    1.2742e+08     0.5171    2.6964e-03
  470354    3.1333e+07     0.6381    1.0000e-05
  470362    6.3278e+07     0.6798    1.0000e-05
  471250    3.4547e+08     0.5503    8.2806e-03
  471252    8.5914e+08     0.3473    9.6634e-02
  471253    1.4600e+08     0.4191    1.9545e-02
  471254    9.6593e+07     0.4572    7.6832e-03
  471256    7.9193e+07     0.6303    1.0000e-05
  471259    4.5048e+08     0.8162    1.0000e-05
  471263    1.6479e+08     0.7899    1.0000e-05
  472003    3.1886e+07     0.6562    1.0000e-05
  472549    1.0166e+09     0.3735    1.3084e-01
  472550    1.0179e+08     0.2831    1.8224e-02
  472551    8.9718e+08     0.7270    1.0000e-05
  472552    5.5236e+08     0.7248    1.0000e-05
  472553    4.2229e+08     0.7140    1.0000e-05
  472558    2.5278e+08     0.7509    1.0000e-05
  472559    7.0669e+07     0.6608    1.0000e-05
  473331    1.0346e+09     0.3415    1.4599e-01
  473333    3.9621e+07     0.5154    1.8875e-03
  473344    1.3285e+08     0.8235    1.0000e-05
  473346    9.5587e+07     0.7751    1.0000e-05
  474009    1.0728e+09     0.3956    1.0542e-01
  474010    1.0702e+09     0.2410    2.1223e-01
  474011    3.6202e+08     0.5310    1.8715e-02
  474012    4.8162e+08     0.6582    5.1138e-03
  474013    1.2700e+08     0.2083    2.7394e-02
  474014    3.3565e+07     0.4006    3.5055e-03
  475019    1.1128e+09     0.7885    1.0000e-05
  475024    3.5700e+07     0.6330    1.0000e-05
  475025    3.4823e+08     0.6746    5.9429e-04
  475029    7.8618e+07     0.6950    1.0000e-05
  475032    4.7375e+07     0.6824    1.0000e-05
  475620    8.2949e+08     0.5017    2.2822e-02
  475621    3.9371e+07     0.6341    1.0000e-05
  475622    3.0965e+08     0.7139    1.0000e-05
  475626    8.0560e+07     0.6821    1.0000e-05
  475630    6.9205e+07     0.7431    1.0000e-05
  475634    3.7484e+07     0.7268    1.0000e-05
  476268    1.0893e+09     0.3908    1.7497e-01
  476269    3.8405e+08     0.6207    3.0461e-03
  476270    3.2100e+08     0.6579    1.0000e-05
  476271    3.8841e+07     0.6383    1.0000e-05
  476274    1.0718e+08     0.6601    4.2738e-04
  476276    3.0494e+08     0.7251    1.0000e-05
  476282    6.3228e+07     0.6892    1.0000e-05
  476286    3.1547e+07     0.6082    1.0000e-05
  477331    9.8957e+08     0.3369    1.3051e-01
  477332    2.6371e+08     0.2892    4.9965e-02
  477333    8.5587e+08     0.3160    1.6215e-01
  477334    1.7111e+08     0.3119    4.2975e-02
  477335    2.1868e+08     0.3106    2.7738e-02
  477338    2.4711e+08     0.6971    1.0000e-05
  477345    4.4581e+07     0.6494    1.0000e-05
  477347    1.1841e+08     0.6631    1.0000e-05
  477359    8.6915e+07     0.7236    1.0000e-05
  477360    2.8772e+07     0.6621    1.0000e-05
  478219    4.5157e+08     0.3158    3.5876e-02
  478220    2.9229e+08     0.4652    7.0065e-03
  478221    2.8136e+08     0.5906    9.0177e-03
  478222    3.2337e+08     0.5840    1.4885e-02
  478223    9.1726e+07     0.3791    8.7178e-03
  478226    4.7438e+07     0.6383    1.0000e-05
  478241    2.8498e+07     0.6581    1.0000e-05
  479293    7.8046e+07     0.6359    1.0000e-05
  479302    1.3092e+08     0.7281    1.0000e-05
  479312    3.2067e+07     0.7125    1.0000e-05
  479941    6.1217e+08     0.2707    7.4657e-02
  479942    1.1143e+09     0.2333    2.9547e-01
  479943    2.1540e+08     0.2867    3.1510e-02
  479945    8.1154e+08     0.6275    7.8004e-03
  479946    3.9695e+07     0.6359    1.0000e-05
  479947    1.9733e+08     0.5314    7.4759e-03
  479949    3.4082e+07     0.3739    4.2883e-03
  479952    3.5085e+07     0.6581    1.0000e-05
  479954    4.5663e+08     0.7566    1.0000e-05
  479962    3.1831e+07     0.6919    1.0000e-05
  480805    1.1787e+08     0.5344    6.4026e-03
  480806    2.0237e+08     0.6381    1.0000e-05
  480807    1.4366e+08     0.6608    1.0000e-05
  480808    7.9230e+07     0.6583    1.0000e-05
  480809    2.8284e+07     0.6361    1.0000e-05
  480810    1.6596e+08     0.4889    9.6531e-03
  480811    3.5689e+07     0.6587    1.0000e-05
  480813    5.9936e+07     0.6822    1.0000e-05
  481431    1.2640e+08     0.3516    1.7001e-02
  481433    2.1478e+08     0.7042    1.0000e-05
  481441    2.1436e+08     0.8121    1.0000e-05
  481455    2.5790e+07     0.6875    1.0000e-05
  482156    6.8109e+08     0.5336    2.1902e-02
  482164    7.3583e+07     0.6985    1.0000e-05
  482895    7.0369e+07     0.6879    1.0000e-05
  482899    1.7588e+08     0.7719    1.0000e-05
  482905    4.3711e+07     0.6982    1.0000e-05
  483595    2.0390e+08     0.3263    3.9015e-02
  483596    1.2636e+08     0.5167    2.2357e-03
  483597    6.8585e+07     0.4973    2.3693e-03
  483599    2.1396e+08     0.6898    1.0000e-05
  483600    4.2380e+08     0.7866    1.0000e-05
  483625    4.2524e+07     0.7259    1.0000e-05
  484449    1.2096e+08     0.5459    1.6171e-03
  484464    4.4425e+07     0.7073    1.0000e-05
  485057    1.0876e+09     0.5373    3.2315e-02
  485058    2.8901e+08     0.2616    8.0374e-02
  485059    6.4748e+08     0.5580    1.4073e-02
  485060    4.8366e+08     0.2173    1.4073e-01
  485061    3.3611e+08     0.4119    1.1892e-02
  485062    8.3702e+07     0.3753    1.1607e-02
  485063    3.8604e+07     0.2962    7.1571e-03
  485064    4.8982e+07     0.6297    2.9807e-05
  485069    1.3223e+08     0.7228    1.0000e-05
  485086    3.0836e+07     0.6414    1.0000e-05
  485093    4.9775e+07     0.6933    1.0000e-05
  485102    4.7621e+07     0.7485    1.0000e-05
  486047    1.2383e+09     0.3902    1.0124e-01
  486048    1.7863e+08     0.4615    9.5218e-03
  486049    3.9866e+07     0.6447    1.0000e-05
  486053    3.7659e+07     0.6529    1.0000e-05
  486055    2.6484e+07     0.6409    1.0000e-05
  486920    3.4784e+08     0.3867    2.3095e-02
  486923    7.2235e+07     0.6523    1.0000e-05
  487745    8.2467e+07     0.3592    2.5402e-02
  487746    4.3159e+08     0.2800    1.2482e-01
  487749    5.6160e+07     0.6603    1.0000e-05
  488532    1.1802e+08     0.2166    3.2652e-02
  488533    2.5840e+08     0.5080    1.4993e-02
  488534    3.9473e+08     0.4051    3.3493e-02
  488536    5.5332e+07     0.6704    1.0000e-05
  488537    1.3504e+08     0.6892    1.0000e-05
  488538    3.6326e+07     0.6233    1.0000e-05
  488545    9.1937e+07     0.7296    1.0000e-05
  488557    7.1692e+07     0.7500    1.0000e-05
  489207    7.5708e+08     0.4634    4.3328e-02
  489208    4.3854e+08     0.3366    2.4796e-02
  489209    1.6248e+08     0.5243    6.2475e-03
  489210    2.8857e+07     0.2387    8.1673e-03
  489211    7.1138e+08     0.5791    1.2230e-02
  489213    5.2380e+07     0.6755    1.0000e-05
  489217    6.9068e+07     0.5393    1.5357e-03
  489230    4.9884e+07     0.6949    1.0000e-05
  490082    2.8612e+08     0.2829    5.5942e-02
  490083    2.5094e+08     0.2280    1.0613e-01
  490089    3.9428e+07     0.6551    1.0000e-05
  490816    1.2437e+09     0.6568    5.9984e-03
  490818    1.1450e+08     0.6773    1.0000e-05
  490820    7.7235e+07     0.6659    1.0000e-05
  490822    1.4490e+08     0.6868    1.0000e-05
  490826    1.3354e+08     0.6827    1.0000e-05
  491427    1.1749e+09     0.3275    2.1183e-01
  491428    6.3397e+07     0.3103    1.0966e-02
  491429    4.7962e+07     0.3011    9.3848e-03
  491431    5.2032e+07     0.6512    1.0000e-05
  491433    9.0153e+07     0.6695    1.0000e-05
  491436    1.4449e+08     0.7111    1.0000e-05
  491439    3.9021e+07     0.6162    1.0000e-05
  491444    6.6331e+07     0.7141    1.0000e-05
  491460    6.1641e+07     0.7697    1.0000e-05
  492245    4.3463e+08     0.4196    3.8130e-02
  492246    3.3751e+08     0.4592    2.5188e-02
  492247    7.6335e+07     0.2773    1.5514e-02
  492249    1.5732e+08     0.3919    1.5992e-02
  492250    4.2033e+08     0.6361    2.7877e-03
  492878    6.5188e+07     0.6903    1.0000e-05
  492879    8.9698e+07     0.6560    1.0000e-05
  492885    3.8435e+07     0.6790    1.0000e-05
  493435    1.1386e+08     0.2208    3.2377e-02
  493436    7.4451e+08     0.5760    2.1178e-02
  493437    2.0313e+08     0.6821    1.0000e-05
  493438    1.4018e+08     0.6945    1.0000e-05
  494012    1.0365e+08     0.2116    3.0444e-02
  494014    3.0302e+08     0.2587    4.1716e-02
  494029    3.4414e+07     0.6671    1.0000e-05
  494046    7.1378e+07     0.7346    1.0000e-05
  494712    1.4721e+08     0.4231    9.8365e-03
  494713    1.6196e+08     0.2948    3.8537e-02
  494714    4.1080e+07     0.6725    1.0000e-05
  495453    3.0685e+08     0.4591    2.0631e-02
  495454    4.8077e+08     0.4214    1.8474e-02
  495455    2.8234e+07     0.6536    1.0000e-05
  495456    6.6593e+07     0.6605    1.0000e-05
  495458    4.6430e+07     0.6721    1.0000e-05
  496187    1.2072e+08     0.6703    1.0000e-05
  496188    6.9500e+07     0.6015    1.5517e-04
  496190    4.6944e+07     0.6762    1.0000e-05
  496197    3.2062e+07     0.6663    1.0000e-05
  496790    1.0792e+09     0.2379    1.8413e-01
  496791    1.6221e+08     0.2498    3.7902e-02
  496792    2.8257e+07     0.3988    2.1273e-03
