#   gal ID      M*           (g-r)       SFR
   64145    6.5720e+07     0.6712    1.0000e-05
   64146    3.0088e+07     0.6107    1.0000e-05
   64157    1.5912e+08     0.7141    1.0000e-05
   64159    1.3530e+08     0.6946    1.0000e-05
   64160    1.6911e+08     0.7155    1.0000e-05
   64161    3.6727e+07     0.6432    1.0000e-05
   64163    1.3707e+08     0.7033    1.0000e-05
   64164    2.7989e+07     0.6376    1.0000e-05
   64165    9.0339e+07     0.6833    1.0000e-05
   64169    2.3503e+08     0.7600    1.0000e-05
   64170    2.2989e+08     0.7468    1.0000e-05
   64173    2.7493e+08     0.7746    1.0000e-05
   64174    4.4151e+07     0.6619    1.0000e-05
   64181    2.6330e+07     0.6427    1.0000e-05
   64182    9.5522e+07     0.7007    1.0000e-05
   64183    3.0837e+07     0.6367    1.0000e-05
   64185    1.0620e+08     0.7032    1.0000e-05
   64190    1.2805e+08     0.3847    1.0000e-05
   64193    1.3228e+08     0.6824    1.0000e-05
   64195    2.4818e+08     0.7777    1.0000e-05
   64209    1.5244e+08     0.6887    1.0000e-05
   64211    5.3623e+07     0.6654    1.0000e-05
   64218    2.7924e+07     0.6376    1.0000e-05
   64233    2.1802e+08     0.7795    1.0000e-05
   64234    1.3169e+08     0.7176    1.0000e-05
   64239    4.7115e+07     0.6895    1.0000e-05
   64240    2.6239e+08     0.8134    1.0000e-05
   64244    1.0445e+08     0.6903    1.0000e-05
   64248    7.3831e+07     0.6706    1.0000e-05
   64253    2.2874e+08     0.8128    1.0000e-05
   64256    2.9185e+07     0.6441    1.0000e-05
   64269    1.7327e+08     0.7619    1.0000e-05
   64275    5.0224e+07     0.6760    1.0000e-05
   64299    7.9749e+07     0.6886    1.0000e-05
   64300    1.9263e+08     0.7741    1.0000e-05
   64303    7.5952e+07     0.7065    1.0000e-05
   64305    4.3877e+07     0.6764    1.0000e-05
   64308    1.0255e+08     0.7130    1.0000e-05
   64319    4.9292e+07     0.6822    1.0000e-05
   64322    9.7424e+07     0.7353    1.0000e-05
   64327    2.9042e+07     0.6410    1.0000e-05
   64346    1.2419e+08     0.7670    1.0000e-05
   64354    3.7699e+07     0.6718    1.0000e-05
   64360    2.5923e+07     0.6516    1.0000e-05
   64373    1.1112e+08     0.7548    1.0000e-05
   64379    3.3230e+07     0.6765    1.0000e-05
   64382    8.0922e+07     0.7481    1.0000e-05
   64386    2.6339e+07     0.6742    1.0000e-05
   64398    3.1754e+07     0.6794    1.0000e-05
   64399    4.7571e+07     0.6898    1.0000e-05
   64418    7.5949e+07     0.7307    1.0000e-05
   64425    9.3462e+07     0.7524    1.0000e-05
   64442    7.8281e+07     0.7384    1.0000e-05
   64444    4.8242e+07     0.6973    1.0000e-05
   64462    6.7091e+07     0.7229    1.0000e-05
   64480    3.9282e+07     0.6785    1.0000e-05
   64549    3.6869e+07     0.6652    1.0000e-05
   64572    4.5720e+07     0.7130    1.0000e-05
   64580    1.1049e+08     0.7912    1.0000e-05
   64582    2.9132e+07     0.6466    1.0000e-05
   64597    2.9183e+07     0.7096    1.0000e-05
   64605    5.7830e+07     0.7743    1.0000e-05
   64611    4.5352e+07     0.6922    1.0000e-05
   64624    3.8520e+07     0.6915    1.0000e-05
   64626    4.1761e+07     0.6908    1.0000e-05
   64681    2.7588e+07     0.7087    1.0000e-05
   64688    2.9852e+07     0.6984    1.0000e-05
   64695    3.7744e+07     0.7320    1.0000e-05
   64786    6.5688e+07     0.8016    1.0000e-05
   64823    3.5315e+07     0.7382    1.0000e-05
   65080    3.5134e+07     0.7477    1.0000e-05
   65232    2.8032e+07     0.7303    1.0000e-05
   65247    2.9780e+07     0.7662    1.0000e-05
   96787    8.3067e+08     0.4944    1.8562e-02
   96790    9.6253e+08     0.3244    1.3354e-01
   96803    8.9876e+08     0.4328    7.2823e-02
   96811    6.1375e+08     0.6214    8.2424e-03
   96812    1.2789e+08     0.3038    1.9962e-02
   96813    8.1205e+08     0.6960    1.0000e-05
   96816    1.1332e+09     0.3690    5.2791e-02
   96817    8.3494e+07     0.3435    1.7956e-02
   96818    1.3636e+08     0.4492    1.0976e-02
   96819    3.1344e+08     0.3936    1.0000e-05
   96820    2.8914e+08     0.6136    1.0000e-05
   96821    2.3150e+08     0.3223    3.0195e-02
   96822    3.0612e+08     0.5416    1.0000e-05
   96823    3.4986e+07     0.3288    4.4963e-03
   96824    5.5087e+08     0.6732    1.0000e-05
   96825    4.7401e+08     0.6602    1.0000e-05
   96826    9.6891e+08     0.7417    1.0000e-05
   96827    3.7041e+08     0.6897    1.0000e-05
   96829    1.0268e+09     0.7537    1.0000e-05
   96830    1.2190e+09     0.7768    1.0000e-05
   96831    8.9308e+08     0.7647    1.0000e-05
   96832    1.3857e+08     0.6649    1.0000e-05
   96834    2.7100e+08     0.6927    1.0000e-05
   96835    1.5942e+08     0.6443    1.0000e-05
   96836    2.4081e+08     0.6801    1.0000e-05
   96837    1.0506e+08     0.6589    1.0000e-05
   96840    1.7452e+08     0.6747    1.0000e-05
   96841    3.0756e+08     0.6167    1.0000e-05
   96842    1.7806e+08     0.6458    1.0000e-05
   96843    9.9719e+07     0.6375    1.0000e-05
   96845    2.9281e+07     0.6645    1.0000e-05
   96846    1.6162e+08     0.6437    1.0000e-05
   96847    4.5941e+08     0.6908    1.0000e-05
   96848    5.7336e+07     0.5552    1.0000e-05
   96851    5.1637e+08     0.7280    1.0000e-05
   96852    1.4135e+08     0.5607    1.0000e-05
   96853    9.8769e+08     0.8535    1.0000e-05
   96856    3.3225e+07     0.6430    1.0000e-05
   96858    3.2624e+07     0.6540    1.0000e-05
   96859    9.0074e+07     0.6384    1.0000e-05
   96860    5.8451e+07     0.6528    1.0000e-05
   96862    1.5399e+08     0.6569    1.0000e-05
   96864    9.9029e+07     0.6239    1.0000e-05
   96867    1.7147e+08     0.6733    1.0000e-05
   96870    2.3087e+08     0.6949    1.0000e-05
   96871    1.3455e+08     0.6912    1.0000e-05
   96872    3.1011e+07     0.6455    1.0000e-05
   96873    7.6754e+07     0.6538    1.0000e-05
   96877    5.5287e+07     0.5739    1.0000e-05
   96879    4.0508e+08     0.7606    1.0000e-05
   96882    7.7512e+07     0.6791    1.0000e-05
   96884    1.0645e+08     0.6632    1.0000e-05
   96886    5.7663e+08     0.8171    1.0000e-05
   96887    3.3826e+08     0.7390    1.0000e-05
   96891    2.9241e+08     0.7410    1.0000e-05
   96893    2.8502e+08     0.7259    1.0000e-05
   96898    6.8751e+07     0.6771    1.0000e-05
   96902    9.8512e+07     0.6673    1.0000e-05
   96903    9.7932e+07     0.6840    1.0000e-05
   96904    5.0031e+07     0.6624    1.0000e-05
   96908    3.2956e+07     0.6513    1.0000e-05
   96912    8.5471e+07     0.6628    1.0000e-05
   96913    6.4186e+07     0.6563    1.0000e-05
   96916    9.0465e+07     0.6827    1.0000e-05
   96917    9.0810e+07     0.6826    1.0000e-05
   96918    1.7546e+08     0.7106    1.0000e-05
   96923    3.0640e+08     0.7676    1.0000e-05
   96925    9.3290e+07     0.6799    1.0000e-05
   96926    3.3229e+07     0.5985    1.0000e-05
   96927    7.7301e+07     0.6674    1.0000e-05
   96930    1.1564e+08     0.6903    1.0000e-05
   96933    2.5161e+07     0.6468    1.0000e-05
   96936    1.3925e+08     0.6968    1.0000e-05
   96938    8.0027e+07     0.6983    1.0000e-05
   96939    2.3398e+08     0.7468    1.0000e-05
   96941    3.3268e+08     0.8021    1.0000e-05
   96942    1.2769e+08     0.6876    1.0000e-05
   96947    2.0430e+08     0.7335    1.0000e-05
   96954    4.2836e+07     0.6625    1.0000e-05
   96955    1.1583e+08     0.6892    1.0000e-05
   96957    1.1276e+08     0.7058    1.0000e-05
   96960    1.0439e+08     0.7045    1.0000e-05
   96962    1.3434e+08     0.7045    1.0000e-05
   96963    4.1424e+07     0.6586    1.0000e-05
   96969    2.9024e+07     0.6628    1.0000e-05
   96970    1.8093e+08     0.7398    1.0000e-05
   96979    1.8550e+08     0.7325    1.0000e-05
   96987    6.2126e+07     0.6938    1.0000e-05
   96988    1.3647e+08     0.6583    1.0000e-05
   96989    2.5309e+07     0.6420    1.0000e-05
   96993    7.8634e+07     0.6841    1.0000e-05
   96996    5.0314e+07     0.6663    1.0000e-05
   97001    4.0168e+07     0.6658    1.0000e-05
   97002    1.5288e+08     0.7209    1.0000e-05
   97003    4.3484e+07     0.6487    1.0000e-05
   97005    9.7605e+07     0.7164    1.0000e-05
   97009    1.0179e+08     0.7153    1.0000e-05
   97014    5.6690e+07     0.6909    1.0000e-05
   97015    4.5766e+07     0.6821    1.0000e-05
   97018    7.6403e+07     0.7006    1.0000e-05
   97019    2.4558e+08     0.8359    1.0000e-05
   97021    1.6010e+08     0.7183    1.0000e-05
   97026    8.3420e+07     0.6934    1.0000e-05
   97030    6.7323e+07     0.6806    1.0000e-05
   97039    1.4232e+08     0.7685    1.0000e-05
   97049    3.3610e+07     0.6670    1.0000e-05
   97067    2.5261e+07     0.6587    1.0000e-05
   97070    1.3682e+08     0.7830    1.0000e-05
   97082    8.5964e+07     0.7071    1.0000e-05
   97083    2.5710e+07     0.6696    1.0000e-05
   97088    5.6255e+07     0.7069    1.0000e-05
   97095    7.0137e+07     0.7243    1.0000e-05
   97096    3.7101e+07     0.5451    1.0000e-05
   97099    4.5355e+07     0.6770    1.0000e-05
   97106    3.6314e+07     0.6713    1.0000e-05
   97109    4.6217e+07     0.6882    1.0000e-05
   97128    5.1631e+07     0.6922    1.0000e-05
   97131    9.4748e+07     0.6584    1.0000e-05
   97135    1.1466e+08     0.7777    1.0000e-05
   97139    5.6583e+07     0.6490    1.0000e-05
   97141    1.0053e+08     0.7416    1.0000e-05
   97145    1.1466e+08     0.7823    1.0000e-05
   97161    9.9146e+07     0.7677    1.0000e-05
   97163    2.9671e+07     0.6452    1.0000e-05
   97184    2.5457e+07     0.6748    1.0000e-05
   97197    2.5738e+07     0.6826    1.0000e-05
   97198    4.8375e+07     0.7079    1.0000e-05
   97206    6.7280e+07     0.7468    1.0000e-05
   97219    2.6470e+07     0.6798    1.0000e-05
   97240    2.6587e+07     0.6786    1.0000e-05
   97267    6.8473e+07     0.7546    1.0000e-05
   97274    6.0054e+07     0.7542    1.0000e-05
   97293    4.4219e+07     0.7187    1.0000e-05
   97298    3.2496e+07     0.7065    1.0000e-05
   97299    5.0392e+07     0.7041    1.0000e-05
   97300    2.7400e+07     0.7043    1.0000e-05
   97305    3.0723e+07     0.7209    1.0000e-05
   97315    3.4976e+07     0.7289    1.0000e-05
   97399    2.7440e+07     0.6769    1.0000e-05
   97515    3.6234e+07     0.6989    1.0000e-05
   97560    3.1193e+07     0.7471    1.0000e-05
   97574    3.7243e+07     0.7873    1.0000e-05
   97585    4.8730e+07     0.8073    1.0000e-05
  117285    7.2746e+08     0.2873    1.1100e-01
  117287    6.2682e+08     0.3157    9.9644e-02
  117290    4.9997e+08     0.5516    8.6501e-03
  117291    3.4601e+08     0.2782    5.7243e-02
  117293    7.9602e+08     0.6860    1.0000e-05
  117295    7.2548e+08     0.3881    7.9597e-02
  117298    3.6623e+08     0.4420    2.0735e-02
  117299    6.5257e+08     0.1237    2.5492e-01
  117301    8.9409e+08     0.5044    3.5758e-02
  117303    7.6548e+08     0.3303    1.7920e-01
  117305    3.5613e+08     0.6601    1.0000e-05
  117307    5.7335e+08     0.6948    1.0000e-05
  117309    8.6973e+08     0.6683    1.0000e-05
  117311    1.0868e+09     0.7085    1.0000e-05
  117312    6.0275e+07     0.4789    5.0470e-04
  117313    1.0493e+08     0.3409    1.7361e-02
  117314    7.2833e+08     0.6057    2.0999e-02
  117315    1.6265e+08     0.6248    1.0000e-05
  117316    2.8212e+08     0.5279    5.6366e-03
  117317    3.5674e+08     0.5208    2.1888e-02
  117318    1.3451e+08     0.5799    2.6555e-03
  117320    5.7350e+08     0.6718    1.0000e-05
  117321    1.6402e+08     0.4140    2.0003e-02
  117322    2.1636e+08     0.6714    1.0000e-05
  117325    1.1051e+09     0.6655    7.5838e-03
  117326    4.4994e+07     0.2660    8.7418e-03
  117327    1.1238e+08     0.3476    1.2892e-02
  117331    3.2792e+08     0.6886    1.0000e-05
  117332    1.6882e+08     0.4627    9.8126e-03
  117333    5.0774e+08     0.6704    1.0000e-05
  117335    6.1580e+08     0.7121    1.0000e-05
  117336    1.2039e+09     0.7797    1.0000e-05
  117337    5.8211e+07     0.5117    2.7905e-03
  117338    1.1137e+08     0.6324    1.0000e-05
  117339    1.6127e+08     0.6441    1.0000e-05
  117340    7.5526e+07     0.6154    1.0000e-05
  117342    6.0230e+07     0.5292    1.0000e-05
  117344    2.3409e+08     0.6809    1.1766e-04
  117345    6.4939e+07     0.6439    1.0000e-05
  117347    1.4335e+08     0.5160    8.8755e-03
  117348    2.4562e+08     0.6661    1.0000e-05
  117349    7.0366e+08     0.7290    1.0000e-05
  117350    2.5415e+08     0.6828    1.0000e-05
  117351    2.9559e+08     0.6836    1.0000e-05
  117352    5.0773e+08     0.7273    1.0000e-05
  117355    3.4283e+07     0.6164    1.0000e-05
  117358    1.7973e+08     0.6660    1.0000e-05
  117359    5.7489e+07     0.6490    1.0000e-05
  117360    1.0295e+08     0.6536    1.0000e-05
  117362    8.9922e+07     0.6575    1.0000e-05
  117363    3.9483e+07     0.6366    1.0000e-05
  117365    2.4027e+08     0.6626    1.0000e-05
  117366    1.0913e+08     0.6644    1.0000e-05
  117367    4.4817e+07     0.6568    1.0000e-05
  117368    8.9417e+07     0.6119    1.0235e-03
  117369    5.5960e+07     0.6515    1.0000e-05
  117371    8.0910e+07     0.5118    2.8638e-03
  117372    3.3202e+07     0.6542    1.0000e-05
  117373    8.2676e+07     0.6586    1.0000e-05
  117375    8.8240e+07     0.5916    7.3110e-04
  117377    1.6532e+08     0.6782    1.0000e-05
  117379    4.2681e+07     0.6298    1.0000e-05
  117380    3.9812e+07     0.6564    1.0000e-05
  117381    1.1686e+08     0.6447    1.0000e-05
  117382    5.1953e+07     0.5525    1.0000e-05
  117384    5.3413e+07     0.6544    1.0000e-05
  117386    3.4882e+08     0.6343    1.0000e-05
  117387    8.2583e+07     0.6921    1.0000e-05
  117388    4.0862e+07     0.6644    1.0000e-05
  117389    2.2073e+08     0.6402    1.0000e-05
  117390    3.2420e+08     0.6908    1.0000e-05
  117391    1.2573e+08     0.6638    1.0000e-05
  117392    5.8854e+07     0.6326    1.0000e-05
  117393    7.0247e+07     0.6669    1.0000e-05
  117395    1.4446e+08     0.6912    1.0000e-05
  117396    1.3493e+08     0.6781    1.0000e-05
  117399    1.1603e+08     0.6721    1.0000e-05
  117400    5.9466e+07     0.6584    1.0000e-05
  117401    1.5533e+08     0.6774    1.0000e-05
  117403    1.1024e+08     0.4733    1.0000e-05
  117406    2.7477e+07     0.6075    1.0000e-05
  117408    1.1002e+08     0.6691    1.0000e-05
  117411    8.4057e+07     0.6619    1.0000e-05
  117413    2.9738e+08     0.7033    1.0000e-05
  117414    1.5826e+08     0.5543    6.2515e-04
  117415    2.5863e+07     0.6278    1.0000e-05
  117417    3.3804e+07     0.6093    1.0000e-05
  117418    1.5327e+08     0.6790    1.0000e-05
  117422    1.1232e+08     0.4622    6.9118e-03
  117423    8.1716e+07     0.6627    1.0000e-05
  117426    2.8600e+08     0.7151    1.0000e-05
  117427    2.7293e+07     0.6289    1.0000e-05
  117435    5.7218e+08     0.8212    1.0000e-05
  117439    2.9935e+07     0.6622    1.0000e-05
  117441    2.4416e+08     0.7097    1.0000e-05
  117445    1.1475e+08     0.6801    1.0000e-05
  117449    1.9107e+08     0.7128    1.0000e-05
  117451    3.1497e+08     0.7470    1.0000e-05
  117452    4.1103e+08     0.7733    1.0000e-05
  117454    5.0306e+07     0.6594    1.0000e-05
  117457    4.7658e+07     0.6486    1.0000e-05
  117461    2.0898e+08     0.7103    1.0000e-05
  117463    1.3469e+08     0.6916    1.0000e-05
  117464    3.7447e+08     0.7722    1.0000e-05
  117472    6.3233e+07     0.6642    1.0000e-05
  117484    2.8354e+07     0.6563    1.0000e-05
  117491    2.3109e+08     0.5485    2.9114e-03
  117505    4.2433e+07     0.6729    1.0000e-05
  117506    5.6293e+07     0.6556    1.0000e-05
  117507    3.0470e+07     0.6464    1.0000e-05
  117513    2.8842e+07     0.6170    1.0000e-05
  117517    6.4908e+07     0.6772    1.0000e-05
  117521    6.0935e+07     0.6511    1.0000e-05
  117527    9.5913e+07     0.6724    1.0000e-05
  117528    7.1376e+07     0.6705    1.0000e-05
  117530    2.0658e+08     0.7576    1.0000e-05
  117542    9.3404e+07     0.6606    1.0000e-05
  117548    2.6035e+08     0.8121    1.0000e-05
  117568    4.8171e+07     0.6710    1.0000e-05
  117573    7.8379e+07     0.6856    1.0000e-05
  117579    2.5224e+07     0.6257    1.0000e-05
  117588    2.7305e+07     0.6036    1.0000e-05
  117592    7.9157e+07     0.6977    1.0000e-05
  117604    1.5945e+08     0.7387    1.0000e-05
  117616    4.3369e+07     0.6873    1.0000e-05
  117620    2.7154e+07     0.6591    1.0000e-05
  117623    1.1578e+08     0.7443    1.0000e-05
  117664    4.6323e+07     0.7019    1.0000e-05
  117681    3.0298e+07     0.6349    1.0000e-05
  117692    1.1555e+08     0.7514    1.0000e-05
  117700    2.6423e+07     0.6443    1.0000e-05
  117710    5.4202e+07     0.7057    1.0000e-05
  117724    9.9658e+07     0.7570    1.0000e-05
  117737    9.0020e+07     0.7092    1.0000e-05
  117749    1.3547e+08     0.7587    1.0000e-05
  117754    3.8000e+07     0.6928    1.0000e-05
  117791    3.6505e+07     0.6936    1.0000e-05
  117805    2.8459e+07     0.6258    1.0000e-05
  117810    2.9638e+07     0.6800    1.0000e-05
  117814    2.6876e+07     0.6530    1.0000e-05
  117826    1.2722e+08     0.8354    1.0000e-05
  117849    8.0995e+07     0.7301    1.0000e-05
  117872    4.4478e+07     0.7122    1.0000e-05
  117875    1.1981e+08     0.8229    1.0000e-05
  117888    4.6917e+07     0.7244    1.0000e-05
  117902    3.4684e+07     0.6816    1.0000e-05
  117919    7.2576e+07     0.7608    1.0000e-05
  117940    7.0161e+07     0.7566    1.0000e-05
  117945    3.5982e+07     0.7283    1.0000e-05
  118088    4.6716e+07     0.7181    1.0000e-05
  118090    5.9863e+07     0.7761    1.0000e-05
  118098    5.9561e+07     0.7731    1.0000e-05
  118101    3.4492e+07     0.7396    1.0000e-05
  118114    3.5294e+07     0.7150    1.0000e-05
