#     M*           rh* 
   2.2821e+08     1.3624
   5.2216e+08     2.0693
   8.1423e+08     1.8798
   3.0256e+07     1.0340
   3.8743e+08     2.4649
   5.6390e+08     1.3684
   6.6447e+07     1.8433
   3.7023e+07     1.1871
   2.5868e+08     2.2109
   3.4340e+08     1.7572
   6.3525e+08     1.0096
   4.5008e+07     1.0292
   4.2388e+07     1.1541
   1.1520e+08     1.4709
   4.3268e+08     0.8636
   4.1843e+07     1.0852
   1.5776e+08     0.7244
   4.5376e+07     1.3728
   1.4835e+08     1.4388
   3.3436e+07     1.7165
   2.5981e+07     1.3016
   2.8308e+07     1.8709
   7.6848e+07     1.3059
   8.5262e+07     0.7674
   1.1939e+08     0.3359
   7.4699e+07     1.0924
   5.6721e+07     1.4715
   2.6012e+07     0.7239
   6.5221e+08     3.6888
   1.0430e+09     1.5233
   2.5229e+08     0.7548
   9.5479e+08     3.2182
   1.8911e+08     0.9503
   5.7040e+07     1.5918
   5.2495e+08     0.8330
   4.1249e+07     0.8000
   2.0812e+08     1.7204
   4.9019e+07     1.1133
   2.1696e+08     0.9991
   7.8709e+07     0.5909
   7.8978e+08     1.3374
   4.0302e+07     1.2374
   1.0053e+09     0.7921
   9.8713e+07     1.3424
   1.2776e+08     1.5376
   8.9176e+07     0.9558
   3.9481e+08     2.4670
   1.5437e+08     1.4513
   1.3030e+08     0.8789
   5.2908e+07     1.4927
   2.8499e+08     1.8492
   1.7220e+08     1.1212
   2.0983e+08     1.1397
   3.7119e+07     1.7326
   1.7386e+08     1.4653
   3.4820e+08     0.8450
   1.6661e+08     1.5575
   3.3079e+07     2.0577
   2.7866e+07     1.6630
   6.2482e+07     1.6976
   1.2198e+08     1.5638
   3.0181e+07     1.1834
   7.9990e+07     1.2097
   4.2927e+07     1.4066
   2.7691e+07     1.1666
   3.5417e+07     1.9837
   4.8809e+07     2.3681
   1.2832e+08     1.1506
   2.8982e+07     2.1555
   8.6036e+07     1.3073
   5.8773e+07     1.4097
   6.8035e+07     1.3038
   5.7298e+07     1.3390
   3.9458e+07     1.9004
   3.9969e+07     1.2749
   5.7251e+08     2.4253
   5.3050e+08     3.2078
   7.1409e+07     1.4608
   2.1857e+08     0.6708
   3.3156e+08     1.9101
   1.3046e+08     0.9484
   5.7241e+08     1.6576
   1.3326e+08     1.5981
   4.7892e+07     1.0516
   3.8400e+08     1.6062
   9.3620e+07     1.0490
   3.5100e+08     1.0644
   5.4157e+08     1.2719
   9.3045e+07     1.1304
   1.0024e+08     1.4999
   4.0589e+07     1.0249
   4.0184e+07     1.3354
   2.2720e+08     1.1433
   8.1573e+07     1.1167
   4.4650e+07     1.0384
   7.8010e+07     1.2785
   1.5461e+08     1.2445
   2.9538e+07     1.8718
   1.6008e+08     1.1641
   7.7224e+07     1.2773
   6.9061e+07     1.4236
   1.1837e+08     1.3945
   8.5005e+07     1.7633
   3.3029e+07     1.7980
   1.9392e+08     1.0698
   3.0905e+08     0.6687
   1.0956e+08     1.4636
   7.0983e+07     1.9179
   4.4893e+07     1.5039
   2.5632e+07     1.5790
   3.0973e+07     1.3764
   9.7208e+07     1.6881
   6.4999e+07     1.5327
   6.7400e+07     1.0820
   2.8942e+07     2.1460
   3.2123e+07     1.8637
   2.5694e+07     2.1940
   5.8507e+08     1.1639
   2.2488e+08     1.5751
   5.9956e+07     1.5791
   2.9460e+08     0.3792
   3.7703e+07     0.8281
   9.6511e+08     0.7427
   6.0429e+07     1.9739
   2.8980e+07     1.2798
   1.3061e+08     1.5140
   3.7313e+07     2.5574
   2.6603e+07     1.3277
   7.0904e+07     1.5368
   5.0163e+07     1.3429
   1.9603e+08     1.6179
   7.6405e+07     2.7330
   2.6619e+08     1.1142
   2.1966e+08     1.0093
   2.5163e+07     1.8721
   5.9556e+07     1.7072
   4.4604e+07     1.4998
   3.9364e+07     1.3861
   2.6755e+07     1.9164
   4.6086e+07     1.8027
   2.8563e+07     2.2758
   3.4112e+07     1.4344
   3.2130e+07     1.4313
   3.1571e+07     1.5682
   3.2714e+07     1.5513
   4.7484e+07     1.3912
   2.5521e+07     1.6297
   8.9684e+08     0.3958
   3.3189e+08     1.1190
   3.2201e+08     0.9750
   1.1196e+09     1.6240
   1.0556e+09     1.6145
   5.2922e+08     1.7579
   1.0633e+08     1.1365
   6.6699e+08     2.3716
   8.6515e+08     0.9715
   6.2281e+08     1.4449
   1.4367e+08     1.2318
   6.9076e+08     0.4903
   4.2432e+08     1.1249
   9.5767e+07     1.5266
   1.4544e+08     1.4833
   3.8090e+07     1.2093
   4.9368e+07     1.2576
   2.3717e+08     1.0032
   6.5145e+07     1.7698
   3.7282e+07     1.9222
   9.1387e+07     0.7437
   8.6929e+07     1.6159
   8.7190e+07     1.8369
   8.1267e+07     2.0346
   4.8961e+07     2.0065
   1.0793e+08     0.7785
   7.8185e+07     1.5314
   1.1162e+08     1.0248
   3.1645e+07     1.7970
   6.8217e+07     1.1818
   9.4225e+07     0.4968
   7.1372e+07     0.5207
   3.7854e+07     1.4554
   5.7404e+07     0.9290
   4.0424e+07     0.7544
   3.0249e+07     0.6834
   8.8847e+08     2.3307
   3.3658e+08     0.3184
   2.6797e+08     0.4954
   6.6613e+08     1.4210
   4.3516e+08     1.8483
   3.8514e+07     1.0286
   1.7387e+08     1.4839
   1.3180e+08     0.9970
   6.7988e+08     1.8269
   9.9967e+07     1.6345
   7.1266e+08     1.3973
   6.8365e+08     1.3837
   3.2500e+08     1.3984
   6.6299e+07     2.2760
   2.9840e+07     0.9951
   8.5715e+07     1.2371
   5.2507e+07     2.4012
   3.8966e+07     1.5765
   6.8970e+07     1.8837
   9.6605e+07     1.3356
   2.8368e+07     1.6878
   7.3212e+07     1.5317
   5.5492e+07     1.5177
   4.6927e+07     1.5633
   2.5280e+07     1.8865
   8.2428e+07     0.6445
   3.3874e+07     2.0227
   8.6107e+08     2.1015
   8.3819e+08     1.8128
   2.3408e+08     1.7589
   2.1663e+08     0.5523
   2.5828e+08     1.4434
   2.7199e+08     1.7208
   4.8845e+07     0.9688
   6.2018e+08     2.4550
   4.5840e+08     1.4077
   4.6984e+07     1.4293
   7.2065e+07     0.9233
   4.5703e+07     1.3455
   4.1655e+07     1.1639
   9.9157e+07     1.1672
   2.4560e+08     1.8646
   4.3526e+08     1.4440
   9.0455e+07     1.9810
   2.5132e+07     1.3779
   3.0454e+07     1.3173
   6.5439e+07     2.0110
   4.0292e+07     1.3947
   2.9809e+07     1.7930
   3.0958e+07     1.5327
   3.0007e+08     0.5332
   9.3699e+07     1.8511
   4.2738e+07     1.3322
   1.3384e+08     0.9987
   6.2319e+07     2.0301
   3.3084e+07     2.0158
   1.2001e+08     1.4104
   1.2034e+08     1.2020
   6.8339e+07     1.3970
   5.9554e+07     1.4374
   3.4488e+07     1.6027
   2.9962e+07     1.3438
   1.0610e+09     1.9130
   6.5266e+08     3.4239
   2.6960e+08     0.5684
   2.2189e+08     1.5738
   6.9919e+07     1.2174
   3.7763e+08     1.8840
   1.0702e+08     1.0000
   1.1741e+08     1.0595
   8.0947e+07     1.0780
   4.0541e+07     1.6440
   2.5800e+07     1.6653
   2.6679e+08     1.3516
   2.8809e+07     2.0176
   4.1846e+07     1.3656
   3.0813e+07     1.3983
   2.7113e+08     1.3562
   3.4096e+07     1.5676
   1.3600e+08     1.2437
   1.0798e+08     1.7289
   3.0010e+07     1.4119
   1.0203e+08     0.8667
   1.0961e+08     1.3455
   2.1903e+08     0.8316
   1.7130e+08     0.5731
   1.4227e+08     0.9226
   6.2984e+07     2.0190
   7.0449e+07     1.5042
   9.3397e+07     1.3006
   8.5803e+07     1.1248
   5.3480e+07     1.2262
   7.3083e+07     0.7480
   3.8690e+07     0.9715
   4.8221e+08     1.0889
   1.2242e+09     1.9182
   5.7876e+08     2.2451
   9.8240e+07     2.3717
   5.7068e+08     1.8955
   6.5260e+08     0.5626
   1.2696e+08     1.1098
   3.5166e+08     1.3241
   3.0663e+08     1.4906
   1.5574e+08     1.4265
   3.3116e+07     0.9487
   8.0273e+08     1.2362
   4.8460e+08     0.8618
   3.1147e+07     1.1395
   1.2132e+08     1.1616
   1.5890e+08     1.9019
   5.4910e+07     1.1486
   4.0039e+08     1.3363
   9.7710e+07     1.3494
   6.8220e+07     1.2759
   2.2526e+08     1.1046
   4.8067e+07     1.5107
   1.1153e+08     1.3545
   4.7461e+07     2.1318
   2.7595e+07     1.4993
   1.4107e+08     0.6296
   3.5077e+07     0.9705
   1.1694e+09     2.9660
   1.7255e+08     0.6801
   1.6690e+08     0.5517
   2.7427e+08     0.8827
   4.6873e+07     0.8704
   1.7398e+08     1.0720
   5.1785e+07     0.8033
   1.0858e+08     1.1151
   7.0314e+08     2.0697
   1.3423e+08     1.3263
   6.6898e+08     1.7669
   8.6310e+07     1.4318
   2.7705e+07     1.7746
   2.9998e+07     1.2233
   1.0728e+08     2.0108
   8.1497e+07     2.1740
   9.2096e+07     2.0608
   2.0270e+08     1.3174
   5.0068e+07     1.4848
   5.8396e+07     1.5731
   2.9833e+07     1.6012
   1.7122e+08     0.5065
   9.2007e+07     1.3568
   3.5241e+07     1.0141
   9.3784e+08     2.3127
   7.5119e+08     2.0965
   1.2252e+09     2.3966
   1.4747e+08     0.7135
   5.1760e+07     0.6496
   2.7321e+07     1.1898
   5.3755e+07     1.1376
   7.5318e+07     1.1680
   1.8290e+08     1.3952
   3.0777e+07     1.0202
   2.9911e+08     1.6902
   5.9333e+07     1.0500
   2.0089e+08     1.3711
   1.5185e+08     1.0437
   3.2126e+07     1.4378
   3.7212e+08     0.5149
   6.0226e+07     1.3675
   3.2668e+07     1.5859
   6.6679e+07     1.5464
   4.1887e+07     1.4149
   2.5452e+07     1.3211
   1.0129e+08     1.1125
   7.4642e+07     1.4951
   2.7835e+07     1.5503
   4.5155e+07     1.5509
   2.5376e+07     1.7459
   7.6740e+07     0.6773
   1.2760e+08     1.1463
   9.3486e+07     1.1794
   7.2228e+07     1.2544
   1.0478e+09     1.6998
   4.0249e+07     1.0875
   7.8406e+07     1.8047
   3.8388e+07     2.1639
   1.0912e+08     1.9301
   2.3404e+08     1.1760
   2.3920e+08     1.2429
   1.1629e+08     1.1157
   8.5228e+07     1.1269
   6.5565e+07     1.1327
   5.7746e+07     1.1795
   4.6877e+08     1.5140
   6.6464e+08     1.4739
   8.0512e+08     1.2988
   4.7748e+08     0.3836
   6.6403e+07     0.8918
   6.9922e+07     0.5917
   2.5680e+07     0.9709
   5.4541e+07     1.3940
   3.0400e+07     0.8648
   4.8538e+08     1.9192
   5.4684e+07     0.9881
   2.8022e+07     1.8020
   7.9860e+07     1.7256
   1.1087e+08     1.8138
   4.0840e+07     1.1993
   3.5709e+07     1.5429
   3.9447e+07     1.8032
   5.2434e+07     1.4237
   3.8062e+07     1.4738
   7.9663e+07     0.8054
   2.6874e+07     1.5651
   8.2434e+08     2.6645
   1.2523e+09     1.3010
   1.2245e+09     1.2532
   6.2935e+08     1.5846
   3.1215e+08     1.3187
   4.6668e+07     1.4704
   2.5499e+07     1.6210
   9.7449e+07     0.9421
   3.1046e+08     0.3861
   5.9155e+07     1.2148
   7.7649e+08     1.5695
   4.7247e+08     1.4106
   7.1090e+07     0.9082
   1.0598e+08     1.2717
   1.6357e+08     2.3195
   3.5715e+07     2.9301
   6.1440e+07     1.6971
   9.6598e+07     1.3329
   6.2573e+07     1.6381
   3.9459e+07     2.0144
   1.6478e+08     1.4824
   4.0869e+07     1.5862
   7.9903e+07     1.2440
   2.2484e+08     0.7047
   3.2593e+07     0.6361
   1.1250e+09     1.5673
   1.1095e+09     4.2862
   1.2467e+08     1.7989
   3.2776e+08     0.8840
   4.3473e+07     0.6416
   7.7277e+07     0.8677
   7.2417e+07     1.9835
   5.1404e+07     1.1566
   5.6735e+07     1.1804
   6.0438e+07     1.4245
   2.9685e+08     0.4521
   7.2316e+07     1.3921
   3.8568e+08     1.7556
   3.6944e+07     0.8778
   2.5653e+07     0.9979
   8.7869e+07     1.5871
   7.1891e+07     1.3053
   1.2626e+08     1.1670
   1.1566e+08     1.4523
   3.4712e+07     1.5087
   2.6042e+08     1.2366
   7.2266e+07     1.5459
   2.1289e+08     1.0060
   3.7151e+07     2.2989
   3.0508e+07     1.8363
   2.6735e+07     1.3776
   7.8951e+08     2.0540
   5.6229e+07     0.6749
   1.2992e+08     1.2654
   5.0649e+07     0.9325
   6.6039e+07     1.0654
   8.9235e+07     1.5110
   2.9343e+07     0.7501
   4.1489e+07     1.7180
   5.6261e+07     1.5305
   1.1520e+08     1.5031
   3.0647e+07     1.5094
   2.0843e+08     1.3320
   1.9315e+08     1.9565
   1.1640e+08     1.3964
   1.2298e+08     1.8600
   3.1577e+07     1.2860
   8.4427e+07     1.3045
   1.0765e+08     1.5021
   1.3902e+08     0.5642
   5.3339e+07     1.3531
   4.2292e+07     0.9310
   1.1732e+09     2.5218
   5.3397e+08     1.1019
   1.3190e+08     0.7643
   1.3107e+08     0.9426
   6.7161e+08     1.3750
   2.5764e+08     1.4132
   2.3640e+08     1.4798
   1.7177e+08     1.3769
   3.6883e+08     1.4744
   1.8035e+08     0.6780
   3.4925e+08     1.6128
   4.2156e+07     1.8451
   4.9791e+07     1.3030
   1.9500e+08     1.3556
   5.2853e+07     2.0189
   8.1558e+07     1.3574
   9.1583e+07     1.3424
   3.6447e+07     1.1145
   6.7210e+07     1.5453
   1.7465e+08     0.8102
   1.1458e+08     1.1738
   5.1631e+07     1.4853
   6.9732e+07     1.1002
   3.0698e+07     1.1727
   8.9868e+07     2.0225
   4.7295e+07     1.3169
   4.1509e+07     1.3300
   5.1477e+08     0.7627
   7.7555e+08     1.9059
   2.9317e+07     0.9093
   1.4407e+08     0.4426
   7.5404e+07     0.7193
   3.1595e+08     1.2000
   8.3689e+07     1.0201
   1.5033e+08     1.1783
   4.0378e+08     1.2878
   6.8994e+07     1.3341
   2.5681e+07     1.6266
   1.2602e+08     1.4420
   1.6330e+08     0.8672
   5.1357e+07     1.5394
   5.2152e+07     1.3750
   3.3492e+07     1.7507
   4.3630e+07     1.2572
   5.3703e+08     1.9478
   1.4595e+08     0.3548
   2.8056e+08     1.0854
   6.2273e+08     1.2550
   8.1670e+07     1.0862
   6.9292e+07     2.0599
   1.8869e+08     0.5956
   2.1170e+08     1.5789
   2.7326e+07     1.1822
   4.4765e+08     2.2832
   3.7154e+07     1.1956
   4.8856e+07     1.4812
   6.5070e+08     1.0135
   7.7405e+08     0.5408
   2.0575e+08     0.6278
   1.9131e+08     1.1444
   3.9004e+07     1.3164
   5.9207e+07     1.5209
   3.5261e+08     1.0575
   3.0142e+08     1.8172
   1.0056e+09     0.7546
   5.6044e+07     1.2526
   2.5919e+07     1.4921
   1.1839e+08     1.6871
   2.9385e+07     1.6726
   2.5170e+07     1.6224
   5.5571e+07     0.6866
   9.1401e+07     0.9850
   4.2333e+08     0.9379
   6.8584e+08     1.4409
   5.3214e+08     1.5937
   1.1273e+08     0.9905
   3.3932e+08     1.5656
   1.2833e+08     1.2729
   2.2533e+08     0.5556
   8.3038e+07     1.2157
   6.1233e+07     1.0209
   4.0428e+07     1.9669
   5.3319e+08     1.9562
   2.2121e+08     0.8542
   5.9155e+07     0.7376
   4.4618e+08     1.6480
   1.2276e+08     1.6220
   6.2351e+08     0.3113
   5.6720e+07     1.6386
   5.1403e+07     1.0328
   2.9286e+08     0.9242
   1.5960e+08     1.2634
   9.5848e+07     1.1680
   3.5593e+07     1.5742
   2.6723e+07     1.4744
   4.8155e+07     1.6216
   2.8330e+07     1.8478
   1.0972e+08     0.5432
   2.5299e+07     0.5573
   1.2355e+09     2.2452
   4.1843e+08     1.4232
   1.0017e+08     0.7908
   9.4267e+08     1.8912
   3.1492e+07     0.9396
   5.2623e+07     1.4740
   2.9931e+07     1.2305
   3.7803e+07     1.2470
   2.1832e+08     1.1260
   6.6730e+07     1.2443
   6.0979e+07     1.3051
   1.6698e+08     0.6006
   8.6896e+07     0.5611
   2.6255e+08     1.5097
   2.0849e+08     1.4167
   1.3883e+08     1.2687
   5.1877e+08     0.7005
   4.8413e+07     1.4835
   6.2653e+07     1.5329
   4.9767e+07     0.7809
   1.0423e+08     0.8722
   4.5293e+07     1.8870
   3.4884e+07     1.7572
   7.4244e+08     1.6532
   7.8454e+07     0.7769
   3.3699e+08     1.4370
   1.1391e+08     1.3051
   2.7163e+07     1.4444
   1.8205e+08     1.3888
   2.6744e+08     0.9255
   5.9116e+07     0.5658
   8.7538e+08     1.7667
   2.8875e+08     0.5259
   7.7405e+07     1.0193
   9.9091e+07     0.5990
   7.6894e+07     1.4817
   2.6157e+07     1.0308
   3.3218e+07     1.2594
   3.3915e+08     0.8766
   3.7183e+07     2.5240
   2.3312e+08     0.7510
   1.3543e+08     0.9237
   3.7872e+07     1.3836
   3.6368e+07     1.2013
   6.8125e+08     3.1294
   5.9662e+08     1.6977
   1.9299e+08     2.3477
   7.1127e+08     0.7397
   1.0110e+08     0.8292
   1.1787e+08     1.4095
   4.8722e+07     1.0946
   2.6718e+07     0.7481
   2.9018e+07     1.5998
   3.0651e+08     0.4816
   1.0706e+08     0.4990
   2.6151e+07     0.7799
   2.2045e+08     1.4326
   6.9608e+07     2.4863
   2.7689e+08     2.3291
   6.3700e+07     1.2468
   1.1348e+08     1.0136
   4.3737e+07     1.7293
   3.2961e+07     2.2270
   4.2281e+08     2.0543
   9.9846e+08     1.9178
   1.6447e+08     0.6848
   2.5583e+08     1.7594
   1.6388e+08     0.4103
   1.0238e+08     0.7840
   2.6058e+08     1.6290
   7.0448e+07     0.8421
   2.5223e+07     1.3948
   1.9318e+08     1.3827
   6.9820e+07     1.4470
   2.1763e+08     0.9278
   3.3323e+07     1.4516
   1.9578e+08     0.9634
   1.7389e+08     0.5187
   5.7558e+07     1.1834
   4.8732e+07     1.1243
   4.1500e+07     1.5403
   1.2152e+08     1.1497
   2.8714e+08     1.1670
   6.0388e+08     1.7008
   7.1552e+07     2.3557
   6.5646e+08     1.0758
   3.6799e+07     2.3129
   3.4385e+07     1.6270
   7.2872e+07     1.0381
   4.3242e+07     0.5512
   3.8446e+08     0.5260
   1.1394e+09     3.3123
   8.9133e+07     0.5667
   2.8952e+08     2.1221
   3.9253e+07     0.8419
   2.6219e+07     1.0593
   1.2848e+08     0.6758
   7.2199e+07     1.5838
   2.5381e+08     1.2881
   4.0640e+07     1.6410
   3.7949e+07     1.5290
   1.5033e+08     0.8782
   7.9353e+07     1.2293
   1.0776e+08     0.6711
   5.1423e+07     1.3710
   4.1034e+07     1.3935
   2.8113e+07     0.9885
   6.0152e+08     2.4866
   1.8670e+08     0.9639
   2.3533e+08     1.1172
   2.1721e+08     1.6232
   1.3443e+08     0.8189
   7.5225e+07     1.1566
   4.6713e+08     1.8610
   1.5556e+08     1.6205
   2.5243e+07     1.3493
   6.8476e+07     1.3528
   3.4941e+08     0.7726
   2.9724e+07     1.4027
   6.4939e+07     1.5577
   1.0844e+08     1.7389
   8.3008e+07     0.7498
   3.2136e+07     1.8135
   5.2627e+07     1.3008
   3.5470e+07     1.3160
   8.2024e+07     2.0630
   3.0265e+08     1.5532
   2.0693e+08     1.2352
   2.6599e+07     0.9538
   2.4587e+08     1.5469
   3.5512e+08     1.5341
   1.8174e+08     1.6453
   1.5139e+08     0.9474
   2.6519e+07     1.7280
   3.9082e+07     1.7274
   2.5782e+07     1.0165
   4.2217e+08     1.0577
   1.0665e+08     1.6249
   1.0208e+08     1.3579
   1.2704e+08     1.8541
   3.5456e+07     1.8744
   5.6881e+08     0.3351
   5.3573e+07     1.5672
   9.6380e+07     2.4065
   3.6722e+07     1.2702
   5.3820e+07     0.7678
   9.8708e+08     1.8540
   1.6698e+08     0.6421
   1.8339e+08     0.9343
   1.1993e+08     1.0347
   7.7972e+07     0.8645
   6.8278e+07     0.8402
   1.7825e+08     0.8839
   3.4914e+07     1.2251
   3.4719e+08     1.7004
   1.1089e+08     1.0428
   1.7742e+08     0.9724
   9.2045e+07     0.5097
   4.1822e+08     1.8016
   1.5093e+08     1.0122
   1.7450e+08     1.6095
   3.0520e+08     0.8890
   9.3338e+07     1.6470
   3.8382e+07     1.9384
   6.3847e+07     1.5668
   4.0287e+07     0.8061
   9.2865e+07     1.1394
   3.7206e+07     0.9842
   1.8442e+08     0.7986
   7.4073e+07     1.7813
   2.8304e+07     1.1416
   2.8394e+08     1.4424
   1.6901e+08     1.4278
   4.4869e+07     1.6798
   6.9256e+07     1.2149
   6.1135e+07     0.8329
   6.8893e+07     1.6704
   3.5910e+07     1.6658
   5.1418e+07     1.4175
   7.2916e+07     0.8117
   7.8846e+07     0.6769
   2.5331e+07     1.3635
   1.3301e+08     1.3315
   1.1554e+09     1.7580
   2.3512e+08     1.1465
   4.3292e+07     1.4287
   2.1688e+08     0.4891
   3.5672e+08     1.6936
   1.0776e+08     1.3665
   6.3011e+08     0.4685
   8.4081e+07     1.4554
   5.4106e+07     1.7315
   3.8221e+07     1.6593
   3.1514e+07     1.3940
   3.0938e+07     0.9755
   4.6827e+08     1.6451
   1.0790e+09     3.5627
   4.6412e+08     2.1672
   5.7062e+07     0.8782
   1.5668e+08     0.4380
   3.4303e+07     1.3481
   9.1429e+07     0.9450
   6.2452e+07     1.8415
   1.8375e+08     1.6906
   4.0009e+08     1.7278
   8.1129e+07     1.5234
   2.0530e+08     1.2291
   1.2171e+08     1.4838
   5.1096e+07     1.7624
   4.5543e+07     1.1865
   2.9092e+07     1.3914
   1.0486e+08     0.6161
   4.2512e+08     1.5593
   2.5183e+08     1.3854
   2.9639e+07     1.0752
   1.0172e+08     1.1141
   2.5717e+08     1.0887
   5.9156e+07     1.6190
   9.5604e+07     0.6183
   2.7029e+07     1.5085
   3.6387e+07     2.0487
   5.3597e+08     1.7832
   1.1581e+09     1.1101
   4.6339e+08     0.4875
   2.5682e+08     1.3444
   6.2014e+08     2.7074
   5.3197e+07     1.5218
   9.7026e+07     0.8316
   1.4503e+08     1.5834
   1.3476e+08     0.9298
   1.3823e+08     1.3239
   5.2596e+07     0.5856
   2.0172e+08     1.1978
   1.2454e+08     1.3320
   4.8850e+07     2.2267
   4.0162e+07     1.4792
   8.1673e+07     1.3705
   4.0823e+07     1.3799
   1.1261e+08     0.7122
   3.2174e+07     1.4436
   2.2192e+08     0.3839
   8.9743e+08     1.2641
   9.5467e+07     1.2886
   5.1120e+07     1.7014
   3.4544e+07     1.5778
   3.5336e+08     0.7493
   2.8200e+08     0.7058
   2.5325e+07     1.1895
   3.9504e+07     2.2752
   7.1593e+07     1.4449
   5.8822e+07     0.7864
   2.7646e+07     1.0853
   3.9704e+08     1.7933
   2.7107e+08     0.6631
   1.0225e+09     0.8395
   8.1882e+07     1.5954
   4.0431e+08     1.1157
   1.5812e+08     1.2173
   1.1098e+08     1.3545
   1.0704e+08     1.2472
   1.2412e+08     0.7363
   4.5154e+08     1.4499
   2.4476e+08     0.8936
   2.5779e+08     1.1772
   3.3605e+07     0.9296
   5.7523e+07     1.3975
   5.3754e+07     1.2512
   6.3795e+07     2.1489
   2.8770e+07     1.9215
   6.7066e+07     0.8203
   3.2944e+07     1.0791
   1.5753e+08     0.5636
   1.2126e+09     0.5756
   2.9176e+07     0.9048
   4.0955e+08     2.3603
   2.6915e+08     1.7610
   7.7485e+07     1.3060
   3.0544e+07     1.2051
   1.3594e+08     1.2807
   1.9032e+08     0.8247
   6.1469e+07     1.2190
   1.1555e+09     5.0130
   3.3802e+08     0.5785
   7.1304e+08     1.4175
   2.5299e+08     1.2690
   3.1156e+08     1.3542
   6.3000e+08     2.7233
   3.9236e+07     1.1676
   2.8156e+07     1.2594
   5.3226e+07     1.7999
   3.3722e+07     1.6065
   1.3672e+08     0.6903
   1.7778e+08     0.4652
   6.5495e+08     1.2303
   6.7410e+08     1.1777
   1.6543e+08     0.6835
   3.0705e+07     1.1478
   4.2702e+07     1.3545
   4.9958e+07     1.7219
   3.4974e+08     0.5719
   3.1988e+08     0.3227
   1.2720e+08     1.1136
   3.2773e+07     1.7623
   7.4751e+07     1.4315
   8.7156e+07     0.4622
   3.1593e+08     1.7251
   2.2279e+08     2.5373
   1.1324e+09     3.0501
   6.8829e+08     1.0794
   7.7910e+08     1.5272
   3.2706e+08     0.6052
   1.5295e+08     1.0705
   8.0722e+07     1.2259
   1.1796e+08     0.9512
   4.1325e+08     2.3870
   5.1551e+08     1.9243
   1.2097e+08     1.3454
   6.5058e+07     1.1861
   4.2590e+07     1.5112
   4.5830e+07     1.8821
   9.9788e+07     1.6393
   3.4930e+07     2.0126
   5.1359e+07     1.0326
   3.6944e+07     0.7205
   5.5741e+08     2.1860
   1.5290e+08     1.3359
   1.8870e+08     1.2344
   1.4185e+08     1.7895
   3.7180e+07     3.2938
   1.4143e+08     1.9757
   5.3182e+08     0.6685
   2.5859e+07     1.3692
   3.4792e+07     1.3396
   8.3768e+07     1.3915
   7.3134e+07     1.4744
   1.0212e+08     0.7131
   4.7263e+08     1.8208
   5.2781e+08     1.0923
   3.1020e+07     1.3860
   3.8106e+07     1.0379
   3.0210e+07     1.6325
   2.4401e+08     1.9352
   2.7200e+08     1.7072
   2.7343e+07     1.6170
   2.9076e+07     1.8831
   2.5554e+07     1.2209
   2.5016e+08     1.2121
   6.4516e+08     1.6285
   1.2312e+08     1.0430
   5.7396e+08     1.1476
   3.9908e+07     1.6281
   6.8814e+07     1.2176
   1.1858e+09     2.9352
   7.3493e+08     0.8351
   3.5638e+08     1.9594
   3.5111e+07     0.7720
   6.1959e+08     1.5715
   4.8471e+07     0.8724
   5.3161e+08     2.0569
   2.8975e+07     1.2367
   1.5217e+08     2.0002
   4.4492e+07     1.1660
   7.7355e+07     1.9021
   4.5197e+07     1.6016
   5.6130e+07     1.5861
   2.1609e+08     1.5087
   3.7711e+08     1.1569
   8.9224e+08     1.6934
   1.0638e+08     1.3642
   3.9926e+08     1.1656
   2.1087e+08     1.5730
   3.8734e+07     1.6899
   1.6527e+08     1.2612
   2.4842e+08     0.3611
   2.8596e+08     1.4748
   8.8396e+07     1.4588
   1.4436e+08     0.8033
   9.4567e+07     1.2627
   4.8724e+07     0.9820
   2.7858e+07     1.1195
   3.1238e+07     0.8433
   2.3078e+08     1.4807
   2.8482e+07     2.1891
   5.1315e+07     1.2532
   5.4238e+08     0.4031
   4.3185e+07     0.8978
   1.1819e+08     1.1584
   1.2215e+08     1.2040
   7.1524e+07     1.1769
   9.0014e+07     1.2721
   2.6100e+07     1.3421
   1.4925e+08     1.1195
   3.3025e+07     1.5343
   3.5313e+08     0.5661
   8.5304e+07     0.8343
   1.1412e+08     0.5929
   3.8567e+08     1.6663
   3.6398e+07     1.5704
   9.9330e+07     1.4560
   1.0636e+08     0.9856
   2.7953e+07     1.6314
   2.5762e+07     1.6093
   4.7858e+07     0.7064
   8.3872e+08     2.3171
   3.0141e+08     1.9171
   2.8466e+07     1.0871
   4.9643e+07     1.5044
   9.0923e+07     0.9103
   2.0497e+08     0.7443
   1.0878e+09     2.2814
   8.8103e+08     0.8545
   5.0162e+07     1.6404
   3.1424e+07     1.4086
   2.3135e+08     1.9280
   2.2578e+08     0.3933
   1.1873e+08     0.5281
   1.1470e+08     0.7586
   3.2770e+08     2.6297
   1.7550e+08     0.4286
   1.4507e+08     0.9754
   1.5355e+08     1.1109
   4.8763e+07     0.8589
   2.5300e+07     1.0140
   7.3368e+07     1.8363
   5.8279e+08     1.7739
   1.1126e+08     0.6633
   1.4354e+08     0.8379
   1.3609e+08     1.1973
   4.6744e+07     0.9616
   1.3040e+08     0.9647
   3.3794e+07     1.6087
   7.2084e+07     1.0133
   1.0354e+08     1.4183
   4.0827e+07     1.4851
   4.6284e+07     2.2311
   3.4658e+07     1.2778
   3.1622e+07     1.7265
   3.4522e+07     1.1353
