#     M*           rh* 
   1.4927e+08     0.8510
   1.0754e+08     0.5205
   1.2202e+08     1.1280
   4.6815e+07     0.7426
   6.9774e+07     0.5180
   5.2208e+07     1.0236
   4.5948e+07     1.0421
   1.9251e+08     0.9333
   7.4918e+07     1.0513
   5.6049e+07     1.8717
   2.9371e+07     1.0176
   1.3642e+08     1.2575
   3.7187e+07     1.0060
   2.9511e+07     0.7891
   9.4503e+07     1.3351
   3.3485e+07     0.9101
   1.4694e+08     0.7764
   6.9115e+07     0.9126
   7.8320e+07     0.6821
   4.1363e+07     0.6860
   1.3892e+08     0.4851
   1.0727e+08     0.8703
   3.6320e+07     0.7061
   5.6641e+07     0.8799
   1.1547e+08     0.6483
   6.7638e+07     1.0435
   6.3203e+07     0.5813
   2.6375e+07     0.8368
   7.9468e+07     0.5493
   2.5821e+07     1.4184
   4.1299e+07     0.7483
   7.1069e+07     1.0086
   2.6782e+07     0.7940
   1.6530e+08     0.9141
   6.9745e+07     0.6793
   5.8378e+07     0.6808
   1.7999e+08     1.0219
   5.2410e+07     0.6933
   3.0475e+07     1.1457
   1.1596e+08     0.7517
   3.2425e+08     1.7017
   4.4052e+07     1.3838
   1.1604e+08     0.3796
   1.0537e+08     1.0000
   1.5351e+08     0.6863
   4.7065e+07     0.4725
   4.8587e+07     1.5599
   1.1129e+08     0.7479
   1.3184e+08     0.8812
   9.9475e+07     0.9700
   6.2823e+07     1.0866
   2.8582e+08     1.3137
   9.4549e+07     1.1445
   2.2037e+08     1.2818
   1.0036e+08     0.4715
   4.4764e+07     1.3952
   1.1157e+08     0.5946
   1.3783e+08     1.0468
   8.9627e+07     1.1217
   2.2714e+08     0.3377
   9.1339e+07     0.9450
   5.5662e+07     0.6163
   1.2772e+08     1.5845
   4.1634e+07     0.9725
   1.4221e+08     0.4904
   2.6188e+07     1.4683
   8.7954e+07     0.4644
   8.3448e+07     0.5738
   1.4846e+08     0.9872
   8.4351e+07     0.7842
   1.3492e+08     0.4412
   5.4189e+07     0.7087
   6.3322e+07     0.8048
   1.0698e+08     0.8003
   9.6415e+07     0.6954
   4.3960e+07     1.1023
   1.1257e+08     1.4909
   5.5288e+07     0.5970
   6.1254e+07     0.8269
   8.0554e+07     0.7052
   6.1443e+07     0.6748
   2.5242e+08     1.2691
   9.1501e+07     0.4824
   1.7734e+08     0.9351
   4.4780e+07     1.1890
   1.5683e+08     0.8819
   2.7414e+08     0.4397
   5.2206e+07     0.8612
   7.8625e+07     0.7462
   1.0788e+08     0.9233
   9.1919e+07     0.6944
   2.7613e+07     0.6489
   2.9267e+08     1.3326
   5.4148e+07     1.2289
   5.3565e+07     1.7019
   6.0722e+07     0.4879
   1.0667e+08     0.3757
   5.5535e+07     0.9278
   4.6533e+07     0.8857
   5.2626e+07     0.7428
   4.6084e+07     1.2255
   4.1936e+07     0.9265
   1.0205e+08     0.9847
   9.7674e+07     0.4440
   5.7384e+08     1.0378
   1.3440e+08     0.6892
   1.2790e+08     0.8198
   7.5157e+07     0.8277
   1.0548e+08     0.9964
   5.9178e+07     0.8426
   6.5696e+07     2.2571
   6.1681e+07     1.1034
   1.2119e+08     0.4471
   4.6675e+07     0.9461
   9.8426e+07     1.1077
   3.9875e+07     1.0912
   6.1815e+07     0.5986
   1.7148e+08     0.7515
   3.3061e+07     0.8513
   1.6959e+08     0.9265
   2.5781e+07     1.1147
   4.6954e+07     1.0747
   3.5979e+07     1.6760
   3.1900e+07     0.6614
   3.2949e+07     0.7910
   1.2491e+08     0.4690
   7.3252e+07     1.1238
   1.0568e+08     0.9539
   1.0017e+08     0.4142
   1.4109e+08     0.4352
   9.7348e+07     0.8296
   1.2162e+08     0.8615
   6.7686e+07     0.6414
   2.4575e+08     1.2992
   4.7242e+07     1.1926
   3.4955e+07     1.2023
   5.4085e+07     1.0270
   5.5726e+07     1.0305
   3.5968e+07     0.9225
   3.6625e+07     0.6331
   1.4782e+08     0.4424
   1.1619e+08     1.0010
   6.6090e+07     0.9071
   4.8687e+07     1.2228
   8.2383e+07     0.7859
   4.1078e+07     0.7574
   3.7021e+07     0.7432
   4.3589e+07     0.9694
   1.1622e+08     0.4243
   5.8421e+07     0.5681
   9.2060e+07     0.9864
   5.6501e+08     1.9139
   3.7891e+07     0.7650
   1.1026e+08     1.4170
   1.1666e+08     0.9953
   4.3223e+07     0.5678
   5.3792e+07     0.5995
   8.8560e+07     0.4985
   3.5747e+07     1.0220
   7.0011e+07     0.8113
   2.0135e+08     0.7181
   5.3029e+07     0.9963
   4.2542e+07     1.8362
   4.7757e+07     0.7465
   3.0588e+07     0.7576
   7.4951e+07     0.5785
   9.7887e+07     0.9897
   6.5677e+07     0.7132
   1.4317e+08     0.9536
   1.4299e+08     0.8565
   9.2694e+07     0.9833
   4.8058e+08     0.6518
   6.3382e+07     0.6250
   9.6802e+07     0.5333
   8.9572e+07     1.0729
   1.7608e+08     1.2362
   1.1511e+08     0.7481
   1.2993e+08     1.0601
   8.5256e+07     0.6039
   1.3940e+08     3.3020
   6.9186e+07     1.3043
   6.4226e+07     0.6075
   3.6211e+07     1.2916
   4.2415e+07     1.3115
   7.5447e+07     0.7555
   3.8515e+07     0.9769
   4.6928e+07     0.9459
   5.2084e+07     1.0044
   4.5525e+07     0.6733
   1.0073e+08     0.9001
   7.5172e+07     0.7263
   2.6824e+07     1.3196
   9.0259e+07     1.0731
   3.1982e+07     1.3847
   8.7492e+07     0.8839
   4.1812e+07     1.1399
   9.3185e+07     0.7188
   8.1271e+07     0.5958
   1.4660e+08     1.2910
   4.2062e+07     0.8052
   5.9501e+07     1.0200
   3.6749e+07     0.7615
   5.0956e+07     0.6980
   1.3936e+08     0.5668
   5.0023e+07     0.7577
   6.4120e+07     0.7613
   4.6612e+07     1.5581
   8.0183e+07     0.8551
   7.0925e+07     0.6028
   5.5302e+07     1.1427
   1.0320e+09     1.5478
   3.9751e+07     0.7297
   1.5272e+08     0.5123
   8.7303e+07     0.6355
   7.5249e+07     1.2571
   3.1229e+07     1.1371
   3.4680e+07     0.6483
   9.2501e+07     1.1921
   3.6032e+07     0.8832
   8.3524e+07     1.1915
   5.4496e+07     0.6882
   2.4754e+08     0.7138
   1.1193e+08     0.8304
   6.3389e+07     0.8858
   3.2528e+07     0.9992
   5.0768e+07     0.8605
   5.9757e+07     0.9226
   1.2695e+08     0.8564
   9.9449e+07     0.8002
   7.7508e+07     0.5500
   5.8138e+07     1.1774
   4.3801e+07     0.8602
   5.9494e+07     1.4900
   5.6876e+07     1.0961
   8.0224e+07     0.7711
   3.6267e+07     0.8266
   5.3286e+07     1.1997
   2.7581e+07     0.8714
   9.7333e+07     1.0701
   4.1851e+07     1.1465
   3.8801e+07     0.6130
   6.0675e+07     1.0218
   9.7035e+07     1.4280
   7.2154e+07     0.5361
   5.6150e+07     1.3712
   4.9351e+07     0.6768
   4.9766e+07     0.9277
   4.1179e+08     0.4092
   5.6528e+07     0.9529
   4.5119e+07     0.8353
   8.2687e+07     0.6650
   3.6133e+07     1.0899
   9.9417e+07     0.7044
   5.0692e+07     0.7805
   4.6995e+07     0.9571
   7.4616e+07     0.6133
   6.7796e+07     0.5309
   1.0789e+08     0.4868
   6.3159e+07     1.0434
   7.5150e+07     0.8474
   2.9087e+07     1.2228
   7.6644e+07     0.5411
   8.9945e+07     0.5852
   5.3617e+07     0.8139
   1.2626e+08     1.0720
   6.9396e+07     0.6662
   1.0517e+08     0.5998
   1.2279e+08     0.6664
   5.8411e+07     1.1620
   1.1588e+08     0.6959
   7.4083e+07     0.6933
   6.3750e+07     0.9089
   4.8838e+07     1.2511
   2.5249e+07     0.9261
   6.8167e+07     1.1947
   6.2938e+07     0.5078
   3.4930e+07     0.8809
   6.8047e+07     1.0961
   3.4344e+07     0.8376
   7.0532e+07     0.6687
   1.4319e+08     0.9487
   7.4597e+07     0.8311
   9.2863e+07     1.1166
   6.6634e+07     0.7557
   6.0202e+07     0.6168
   1.2314e+08     0.3963
   6.3534e+07     0.8972
   5.9966e+07     0.5392
   4.9172e+07     0.7320
   7.0569e+07     0.8709
   7.8944e+07     0.8606
   5.6958e+07     0.7366
   6.0248e+07     0.8471
   4.9597e+07     0.7983
   4.7738e+07     0.9814
   7.8493e+07     0.4583
   7.1866e+07     0.7895
   5.4727e+07     1.2610
   1.1396e+08     1.4443
   3.9156e+07     0.6487
   8.0312e+07     1.0625
   1.2369e+08     0.8941
   1.0692e+08     0.8787
   4.5023e+07     0.8780
   6.6027e+07     0.7375
   9.2861e+07     1.0397
   3.2165e+07     1.1104
   3.2491e+07     1.1083
   1.7364e+08     0.4896
   7.3500e+07     1.4027
   1.9438e+08     1.0115
   4.0106e+07     1.1827
   7.9553e+07     0.9265
   1.6230e+08     0.3831
   6.6911e+07     0.8731
   4.1181e+07     0.9446
   8.8614e+07     0.5197
   1.1770e+08     1.0592
   4.7474e+07     0.7726
   1.2007e+08     0.6312
   4.3293e+07     0.7601
   5.1653e+07     0.6968
   5.1927e+07     0.7334
   8.0230e+07     1.5641
   5.7404e+07     0.4885
   4.7015e+07     1.0022
   6.2540e+07     0.6418
   7.4686e+07     1.3912
   8.4051e+07     0.8120
   3.9860e+07     0.6793
   6.4015e+07     0.9497
   7.1176e+07     0.8734
   1.2139e+08     0.5325
   2.9264e+07     0.6387
   5.5585e+07     1.0422
   1.0273e+08     0.7596
   4.1768e+07     0.9185
   9.2965e+07     0.8238
   2.5415e+07     1.2447
   7.5055e+07     0.6408
   7.6332e+07     0.4973
   5.3295e+07     0.6835
   3.7073e+07     0.9532
   1.0105e+08     0.5698
   2.5084e+08     0.3429
   5.3680e+07     0.5111
   7.8557e+07     1.0885
   2.9353e+08     1.7299
   6.8443e+07     0.6471
   5.1742e+08     1.4904
   3.6106e+07     0.8507
   1.2353e+08     0.4176
   5.9452e+07     0.8963
   6.8899e+07     0.7748
   9.1882e+07     0.6054
   1.1365e+08     0.5637
   5.5473e+07     1.0415
   4.7261e+07     0.9419
   3.1353e+07     1.1325
   7.8284e+07     0.6409
   1.8812e+08     1.0406
   7.7147e+07     0.9396
   3.3409e+07     1.1914
   1.0671e+08     1.1647
   1.1464e+08     0.8004
   3.6838e+07     0.5764
   6.2981e+07     0.8878
   4.1018e+07     0.9815
   2.9331e+07     0.5921
   7.5664e+07     0.7183
   4.2916e+07     1.0659
   5.2797e+07     0.9653
   3.0239e+07     0.7817
   1.0185e+08     0.4270
   5.5550e+07     0.9672
   6.5135e+07     0.5079
   6.9096e+07     0.6938
   9.8034e+07     1.1284
   3.2456e+07     0.9002
   1.6164e+08     1.0390
   8.6396e+07     0.8983
   9.9391e+07     0.3860
   5.4322e+07     0.7026
   3.6963e+07     0.9654
   2.0265e+08     0.3944
   2.8277e+07     0.5681
   4.7559e+07     0.7488
   5.9026e+07     0.7134
   5.3908e+07     1.0014
   5.3068e+07     0.9006
   1.5059e+08     0.7866
   4.5282e+07     0.8171
   6.6495e+07     0.8398
   6.7615e+07     1.1326
   4.0821e+07     1.1373
   6.7173e+07     1.0442
   8.9685e+07     0.5364
   4.2841e+07     0.5740
   1.0237e+08     0.7379
   5.1304e+07     1.3127
   5.7832e+07     1.2630
   7.6397e+07     0.9054
   5.6159e+07     0.9877
   8.7093e+07     0.4842
   4.4552e+07     1.4867
   2.9538e+07     1.0427
   9.0893e+07     0.4934
   1.2278e+08     0.3598
   6.8468e+07     0.7026
   5.2381e+07     1.0323
   1.0305e+08     1.0941
   5.0068e+07     1.3329
   3.1415e+07     0.6770
   3.0259e+07     1.0562
   4.9079e+07     1.0860
   4.8286e+07     0.7024
   1.2981e+08     0.7329
   4.7135e+07     1.0188
   5.8995e+07     0.6137
   2.4582e+08     1.1721
   1.5299e+08     0.6754
   4.5988e+07     0.8448
   6.1063e+07     0.8815
   1.1541e+08     0.8418
   6.2292e+07     0.7300
   9.7831e+07     0.6314
   1.2076e+08     0.8272
   9.3555e+07     0.9317
   1.3519e+08     1.2675
   5.3116e+07     0.6081
   4.4481e+07     1.2080
   7.4198e+07     0.4912
   6.2077e+07     0.8073
   4.9384e+07     0.6853
   7.9836e+07     0.6547
   9.9323e+07     1.0268
   1.6401e+08     0.5645
   5.3796e+07     0.9465
   3.6045e+08     1.8733
   6.1812e+07     0.5576
   1.3210e+08     1.2828
   5.7437e+07     1.1476
   7.9384e+07     0.4729
   5.0068e+07     0.6065
   3.4021e+07     0.9007
   4.5219e+07     1.1935
   3.5188e+07     0.9636
   7.3810e+07     0.6277
   1.1344e+08     1.3889
   2.1046e+08     1.6091
   5.2732e+07     0.6434
   9.6684e+07     0.6287
   3.6901e+07     0.6108
   3.2828e+07     1.0602
   2.8972e+07     0.6643
   4.6148e+07     1.0235
   7.5273e+07     1.1142
   5.2778e+07     0.5790
   8.3548e+07     0.7139
   8.5355e+07     0.5274
   6.1862e+07     0.9885
   3.2518e+07     0.8793
   5.2618e+07     1.0689
   5.2334e+07     0.8464
   5.7505e+07     1.0072
   3.1151e+07     0.9039
   1.5377e+08     1.0425
   4.8031e+07     1.0149
   2.7630e+07     1.0908
   7.9580e+07     0.7021
   2.7945e+07     0.8385
   1.1042e+08     1.8440
   7.2706e+07     0.7993
   5.5718e+07     0.7907
   3.8082e+07     0.9095
   3.3877e+07     0.5505
   1.0299e+08     1.0443
   6.2425e+07     0.8175
   3.8214e+07     1.0781
   6.6469e+07     0.7953
   3.0002e+07     0.8592
   5.9382e+07     1.0675
   8.7255e+07     0.7087
   3.8113e+07     1.2288
   9.1812e+07     1.0306
   8.6617e+07     1.0596
   1.1152e+09     1.5141
   1.2792e+08     0.9505
   6.8534e+07     0.9477
   7.5090e+07     0.9921
   4.7757e+07     1.2210
   3.1176e+07     1.1436
   3.1038e+08     1.1987
   3.1676e+07     1.1373
   5.3603e+07     0.8203
   3.6399e+07     1.1657
   4.3741e+07     0.8872
   3.0709e+08     1.8606
   1.0085e+08     0.9174
   7.3493e+07     0.9753
   9.3085e+07     0.6827
   3.1700e+07     0.7684
   8.7864e+07     0.7286
   3.0105e+07     0.6423
   3.5242e+07     1.2525
   4.9414e+07     0.4993
   3.4248e+07     0.6068
   3.6310e+07     0.6759
   3.6384e+07     1.1945
   5.6774e+07     0.8300
   5.0059e+07     1.1527
   4.9958e+08     1.2184
   7.5507e+07     0.5529
   5.1192e+07     0.8734
   1.2817e+08     1.0025
   6.7987e+07     0.8631
   4.5327e+07     0.5981
   7.4505e+07     0.8401
   3.2400e+07     0.9156
   1.0595e+08     0.4759
   5.5483e+07     0.9566
   1.7430e+08     0.7564
   1.0571e+08     1.2405
   4.1779e+07     1.0224
   1.3033e+08     1.1459
   6.9139e+07     1.1697
   5.3185e+07     0.6413
   7.9457e+07     1.0529
   3.7000e+07     0.5812
   5.4137e+07     1.1477
   7.6370e+07     1.2888
   2.6850e+07     0.7435
   7.6091e+07     1.0682
   9.4632e+07     0.5747
   6.9693e+07     0.9146
   5.0408e+07     0.7227
   3.7453e+07     0.7676
   8.3272e+07     1.0549
   5.1838e+07     0.9303
   5.5448e+07     0.8607
   1.0849e+08     0.8604
   5.0476e+07     1.1326
   3.8893e+07     1.1167
   3.8114e+07     0.7159
   5.4573e+07     0.7645
   3.1358e+07     0.9942
   3.3546e+07     0.9374
   5.9346e+07     0.5818
   7.0383e+07     0.4555
   7.7495e+07     0.9317
   7.4149e+07     0.7295
   7.1829e+07     0.3976
   7.0773e+07     1.0491
   5.0101e+07     1.0059
   6.0992e+07     1.0504
   8.6550e+07     0.4806
   4.2722e+07     0.7404
   6.5512e+07     0.8491
   5.6895e+07     0.8114
   3.0526e+07     1.2455
   5.9769e+07     0.9693
   3.4241e+07     0.5469
   2.8718e+07     0.9550
   4.7453e+07     0.6323
   2.6050e+07     0.5364
   8.7265e+07     0.7850
   3.0859e+07     0.8917
   4.3761e+07     0.6168
   7.9320e+07     0.7415
   8.5419e+07     0.5337
   5.2738e+07     0.8346
   5.6841e+07     1.0346
   3.3347e+07     1.1753
   7.0403e+07     0.8869
   7.5327e+07     0.5948
   2.7513e+07     0.6138
   3.6067e+07     0.9864
   2.8652e+08     0.5835
   3.3915e+07     0.5530
   1.3343e+08     1.0318
   7.4726e+07     0.7168
   4.7907e+07     0.7528
   2.7371e+07     1.1663
   1.0223e+08     0.5834
   3.3768e+07     1.0791
   4.0341e+08     0.6840
   6.0181e+07     0.8898
   1.4071e+08     0.8090
   3.0255e+07     0.5457
   3.5997e+07     0.7633
   2.6023e+07     0.7570
   6.9347e+07     0.8949
   2.8277e+07     0.8595
   2.1008e+08     0.4091
   5.8232e+07     0.9987
   6.8428e+07     0.5637
   4.4920e+08     1.1208
   3.2132e+07     0.5783
   3.0627e+07     0.7265
   5.5818e+07     0.6076
   6.9113e+07     0.6779
   1.2625e+08     0.9896
   5.2222e+07     1.1444
   5.2499e+07     0.8844
   1.1361e+08     1.1756
   4.1557e+07     1.4740
   3.8379e+07     0.9096
   7.4477e+07     0.5972
   3.9377e+07     1.0647
   8.6429e+07     1.1141
   6.2752e+07     1.1825
   7.8656e+07     0.9246
   3.7899e+07     0.9077
   1.0620e+08     0.6781
   1.9182e+08     0.6872
   2.3403e+08     1.2291
   6.1265e+07     1.0958
   5.3626e+07     1.0351
   4.7057e+07     0.8119
   2.7915e+07     1.1381
   3.0737e+07     1.1369
   6.0619e+07     0.6737
   4.9708e+07     0.4986
   4.8202e+07     0.6175
   4.8651e+07     1.0655
   8.3852e+07     0.8241
   2.6587e+07     1.1414
   2.7107e+07     0.6820
   8.3195e+07     0.8467
   3.5514e+07     0.6268
   1.2578e+08     0.7260
   3.9420e+07     0.8221
   3.8828e+07     0.9649
   6.1149e+07     1.1582
   1.1248e+08     0.4032
   2.5357e+08     1.7099
   8.5651e+07     0.8978
   4.7843e+07     0.6395
   2.5708e+07     0.6787
   1.4673e+08     0.4844
   3.8046e+07     1.1352
   8.4372e+07     1.1682
   1.1334e+08     0.6096
   3.1906e+07     1.3898
   2.6324e+07     0.6625
   5.8653e+07     1.0107
   3.9520e+07     0.9612
   3.8656e+07     0.9619
   6.7632e+08     1.1230
   1.2634e+08     1.2605
   4.1184e+07     0.9797
   9.0241e+07     1.6938
   2.8362e+07     1.0435
   6.6117e+07     1.2282
   5.9961e+07     1.1114
   7.5601e+07     0.8255
   2.2246e+08     0.9892
   3.8730e+07     0.9161
   7.9559e+07     0.8211
   2.6020e+07     0.9248
   8.0952e+07     0.9653
   8.1204e+07     0.8787
   4.5407e+07     0.5614
   3.4111e+07     1.0361
   3.8225e+07     0.9099
   5.6755e+07     0.8765
   2.8554e+07     0.8840
   6.6327e+07     0.8514
   3.5285e+07     0.9845
   1.2139e+08     0.9940
   2.1174e+08     0.3709
   6.6513e+07     0.8471
   4.3413e+07     0.9541
   4.3042e+07     0.5937
   5.6949e+07     0.8467
   4.7834e+07     0.9533
   5.0771e+07     0.9865
   9.2553e+07     1.6646
   8.2531e+07     0.4901
   6.5905e+07     0.6134
   2.6731e+07     0.8997
   3.8373e+07     0.7668
   1.4514e+08     1.2045
   4.9246e+07     1.0548
   2.6382e+07     0.8439
   5.3138e+07     0.9060
   4.7435e+07     1.0138
   4.4339e+07     1.2331
   2.5425e+07     0.7457
   6.0741e+07     0.8869
   2.8233e+07     1.1711
   2.7186e+07     0.8272
   2.9761e+07     1.0132
   3.2257e+07     0.5096
   6.6902e+07     0.9326
   6.8156e+07     0.5187
   5.9111e+07     0.5620
   1.1040e+08     0.7650
   3.0755e+07     0.6788
   4.6321e+07     1.0255
   2.7835e+07     1.1949
   7.8830e+07     0.4878
   9.1091e+07     0.8279
   4.0155e+07     0.7218
   3.6243e+07     0.7169
   3.1495e+07     1.0412
   7.9969e+07     0.7344
   7.1503e+07     1.0923
   5.2199e+07     1.0170
   5.7923e+07     1.1436
   6.2558e+07     0.6141
   7.0790e+07     0.7982
   4.4286e+07     0.8873
   2.7313e+07     1.1320
   5.1290e+07     0.6308
   7.1466e+07     0.9653
   4.2501e+07     1.1756
   3.9316e+07     0.7514
   5.5695e+07     0.6597
   5.7194e+07     0.7530
   4.8136e+07     1.0031
   5.6928e+07     0.7873
   3.0527e+07     0.8678
   2.8371e+07     0.7378
   7.7389e+07     1.1499
   8.1069e+07     0.7480
   3.7549e+07     0.9771
   4.9051e+07     0.6163
   3.7723e+07     0.7232
   7.8262e+07     0.6289
   4.5953e+07     1.0979
   1.3269e+08     1.9002
   8.3921e+07     1.1922
   5.4037e+07     1.0949
   3.1513e+07     1.2042
   6.5184e+07     0.9199
   5.6505e+07     0.9190
   6.3857e+07     0.8533
   5.0996e+07     0.6075
   9.7941e+07     0.8574
   6.2424e+07     0.7653
   3.3423e+07     1.0335
   4.2516e+07     0.8044
   5.2092e+07     1.1075
   2.7459e+07     0.9691
   5.3817e+07     0.9013
   3.1899e+07     0.8057
   1.4443e+08     1.0246
   4.2962e+07     1.0748
   3.0912e+07     0.9618
   7.8291e+07     0.8392
   7.2703e+07     0.9356
   3.8035e+07     1.0464
   6.5886e+07     0.7309
   4.7648e+07     0.6071
   4.7783e+07     0.7958
   4.6555e+07     0.8841
   8.2804e+07     0.7321
   4.8895e+07     0.9388
   3.3603e+07     0.6671
   1.6296e+08     0.4404
   3.0781e+07     1.0868
   2.7348e+07     1.0594
   4.3835e+07     0.6759
   4.8677e+07     0.7379
   4.5876e+07     0.6465
   5.6565e+07     0.9068
   5.0459e+07     0.9073
   4.5499e+07     0.6750
   3.3312e+07     0.9590
   6.5986e+07     1.0896
   1.1339e+08     0.4527
   7.0776e+07     1.1270
   2.9929e+07     0.9004
   1.7788e+08     1.0570
   2.7207e+07     1.0961
   5.1052e+07     0.5486
   4.3602e+07     0.6571
   8.9036e+07     0.4313
   3.7233e+07     0.6840
   3.1574e+07     0.9069
   2.7313e+07     0.9817
   2.5559e+07     0.7814
   2.4454e+08     1.7133
   5.3268e+07     0.7214
   8.3391e+07     0.5670
   8.2623e+07     0.5314
   3.3166e+07     0.6173
   2.0476e+08     1.4715
   3.5515e+07     0.8301
   4.7686e+07     0.7976
   9.0101e+07     0.5558
   3.5386e+07     0.9454
   8.1272e+07     0.9073
   9.1691e+07     0.4703
   7.1236e+07     1.0377
   1.0655e+08     1.2481
   2.3078e+08     1.3064
   3.7940e+07     0.8873
   5.3252e+07     0.8117
   4.7172e+07     1.0672
   2.7262e+08     0.4813
   3.9483e+07     0.7930
   2.5684e+07     0.8527
   4.7269e+07     0.8256
   4.6788e+07     0.8775
   2.9566e+07     1.0066
   4.1567e+07     0.7613
   1.5027e+08     0.6663
   3.3790e+07     0.7255
   6.8530e+07     0.7611
   3.5791e+07     1.2409
   5.4518e+07     0.5644
   3.2475e+07     0.5881
   3.2695e+07     0.8116
   5.5047e+07     0.6387
   2.6753e+07     1.0713
   4.1062e+07     0.5737
   3.6652e+07     1.0576
   7.3263e+07     0.9516
   4.7649e+07     0.8437
   5.3140e+07     0.7799
   6.2083e+07     1.2442
   3.7563e+07     1.0425
   6.5131e+07     0.9992
   3.1652e+07     0.7681
   2.9905e+07     1.1037
   7.8307e+07     0.5251
   2.7792e+07     0.5336
   3.4682e+07     0.9197
   4.9259e+07     0.8951
   9.3581e+07     0.6735
   1.0312e+08     1.2386
   4.1563e+07     0.9524
   2.9267e+07     0.8944
   5.3324e+07     0.7748
   4.0552e+07     0.7595
   2.8344e+07     0.9182
   4.3172e+07     1.0571
   5.4272e+07     1.2706
   6.4255e+07     0.5642
   1.0972e+08     0.5552
   9.2415e+07     0.5029
   3.4328e+07     1.1439
   2.6673e+07     0.6463
   2.8626e+07     0.7194
   1.0859e+08     1.1581
   5.3492e+07     0.8223
   3.4966e+07     0.6280
   5.5594e+07     0.9555
   2.9121e+07     0.6918
   4.5109e+07     1.2150
   4.5263e+07     0.8065
   8.3062e+07     0.7952
   1.7374e+08     1.0530
   2.5597e+07     0.8973
   2.8834e+07     0.6902
   6.4384e+07     0.7375
   3.0324e+07     0.6478
   5.0256e+07     0.6274
   2.6652e+07     0.8471
   4.1145e+07     1.1526
   3.5664e+07     0.6808
   2.2875e+08     0.4072
   3.3535e+07     0.7354
   7.2729e+07     0.8796
   1.5362e+08     0.4042
   4.4290e+07     0.7018
   3.6646e+07     0.6818
   8.0440e+07     1.1508
   3.2046e+07     0.6922
   3.6049e+07     1.0996
   9.2806e+07     1.0077
   5.2230e+07     0.9711
   3.3693e+07     0.9185
   4.4037e+07     1.0535
   2.7265e+07     0.6475
   9.1347e+07     0.4459
   2.6812e+07     1.0913
   2.6700e+07     1.1520
   9.6884e+07     0.7514
   9.3909e+07     0.9969
   7.1515e+07     0.6864
   3.5182e+07     1.0266
   1.2525e+08     1.3025
   5.2510e+07     0.5609
   3.6389e+07     1.0292
   4.1963e+07     0.8975
   9.5057e+07     0.8517
   4.6165e+07     1.0354
   3.0821e+07     0.8939
   7.5750e+08     2.9737
   4.3779e+07     0.7775
   2.5708e+07     0.7476
   2.9410e+07     0.7082
   6.6444e+07     0.8799
   3.6179e+07     0.9743
   3.4156e+07     0.6330
   1.0135e+08     0.7961
   1.2229e+08     1.0098
   4.8904e+07     0.9584
   2.5911e+07     0.9572
   4.9680e+07     0.6084
   1.7820e+08     1.2492
   8.3717e+07     1.2415
   3.3849e+08     2.0122
   3.2387e+07     0.7022
   1.3337e+08     1.6351
   2.5818e+07     0.9625
   6.7517e+07     0.5499
   1.2862e+08     0.7392
   2.8430e+07     1.3675
   3.7980e+07     0.9011
   6.8384e+07     0.9921
   9.2896e+07     0.6334
   3.0605e+07     0.9918
   5.6601e+07     0.6312
   6.5984e+07     1.1566
   3.9826e+07     0.7935
   7.3895e+07     1.0057
   8.4019e+07     0.4747
   5.0949e+07     0.7123
   1.1742e+08     0.6797
   3.2523e+07     1.0087
   7.3396e+07     0.8122
   5.2577e+07     0.8576
   5.0661e+07     0.9099
   5.1532e+07     1.2020
   7.7127e+07     0.6765
   4.4939e+07     0.8457
   1.9609e+08     1.3597
   2.6186e+07     0.9233
   3.6354e+07     0.7417
   4.0379e+07     0.7959
   5.8259e+07     0.7671
   5.9874e+07     0.6092
   6.9643e+07     0.7087
   4.2107e+07     0.8518
   6.9823e+07     0.9376
   5.6679e+07     0.7372
   6.3603e+07     0.5319
   6.6048e+07     1.0326
   7.9062e+07     1.2333
   3.7690e+07     0.8061
   1.3972e+08     0.9857
   4.8316e+07     1.6398
   4.7550e+07     1.0292
   4.8041e+07     2.3260
   8.2906e+07     1.4422
   8.2508e+07     0.7316
   9.1860e+07     1.3039
   7.7352e+07     0.5802
   5.7159e+07     0.5289
   2.7556e+07     0.6776
   5.1000e+07     0.7407
   5.5093e+07     0.4994
   4.1997e+07     0.6818
   2.7694e+07     0.7726
   4.0226e+07     0.6989
   1.2125e+08     1.0165
   3.6215e+07     1.0813
   8.8615e+07     0.9405
   2.9476e+07     0.6456
   5.3140e+07     0.7520
   3.9618e+07     0.9706
   3.3679e+07     1.3091
   3.8390e+07     0.9618
   4.8597e+07     1.0104
   6.2494e+07     0.9578
   2.1149e+08     0.9902
   5.0295e+07     0.9260
   4.0989e+07     0.7367
   4.2596e+07     0.8412
   1.2838e+08     0.9411
   3.1112e+07     0.9251
   6.3676e+07     1.1205
   4.4254e+07     1.0358
   5.7161e+07     1.3145
   5.8592e+07     0.9953
   5.2271e+07     0.5511
   2.7725e+07     0.7141
   3.8825e+07     0.5780
   9.1293e+07     0.7190
   4.7450e+07     0.8357
   9.1866e+07     1.0213
   2.6411e+07     1.1752
   1.1783e+08     0.5668
   5.0672e+07     1.0165
   4.5641e+07     1.2353
   6.9517e+07     1.1207
   6.6865e+07     0.6426
   4.9090e+07     0.9216
   2.5548e+07     1.1436
   3.9197e+07     0.7061
   2.5533e+07     1.6689
   2.6412e+07     1.0746
   3.8416e+07     0.5566
   9.4776e+07     0.4188
   3.4534e+07     1.1159
