#   gal ID      M*           rh* 
  313764    2.5632e+07     1.5790
  313765    3.0973e+07     1.3764
  313767    9.7208e+07     1.6881
  313788    6.4999e+07     1.5327
  313797    6.7400e+07     1.0820
  313808    2.8942e+07     2.1460
  313816    3.2123e+07     1.8637
  313851    2.5694e+07     2.1940
  319735    5.8507e+08     1.1639
  319737    2.2488e+08     1.5751
  319739    5.9956e+07     1.5791
  319740    2.9460e+08     0.3792
  319741    3.7703e+07     0.8281
  319743    9.6511e+08     0.7427
  319745    6.0429e+07     1.9739
  319750    2.8980e+07     1.2798
  319752    1.3061e+08     1.5140
  319753    3.7313e+07     2.5574
  319754    2.6603e+07     1.3277
  319755    7.0904e+07     1.5368
  319756    5.0163e+07     1.3429
  319757    1.9603e+08     1.6179
  319760    7.6405e+07     2.7330
  319761    2.6619e+08     1.1142
  319762    2.1966e+08     1.0093
  319766    2.5163e+07     1.8721
  319767    5.9556e+07     1.7072
  319771    4.4604e+07     1.4998
  319774    3.9364e+07     1.3861
  319776    2.6755e+07     1.9164
  319778    4.6086e+07     1.8027
  319784    2.8563e+07     2.2758
  319786    3.4112e+07     1.4344
  319790    3.2130e+07     1.4313
  319806    3.1571e+07     1.5682
  319828    3.2714e+07     1.5513
  319866    4.7484e+07     1.3912
  319867    2.5521e+07     1.6297
  324134    8.9684e+08     0.3958
  324135    3.3189e+08     1.1190
  324137    3.2201e+08     0.9750
  324139    1.1196e+09     1.6240
  324140    1.0556e+09     1.6145
  324141    5.2922e+08     1.7579
  324142    1.0633e+08     1.1365
  324143    6.6699e+08     2.3716
  324145    8.6515e+08     0.9715
  324147    6.2281e+08     1.4449
  324151    1.4367e+08     1.2318
  324153    6.9076e+08     0.4903
  324155    4.2432e+08     1.1249
  324159    9.5767e+07     1.5266
  324160    1.4544e+08     1.4833
  324169    3.8090e+07     1.2093
  324170    4.9368e+07     1.2576
  324184    2.3717e+08     1.0032
  324187    6.5145e+07     1.7698
  324190    3.7282e+07     1.9222
  324194    9.1387e+07     0.7437
  324196    8.6929e+07     1.6159
  324200    8.7190e+07     1.8369
  324201    8.1267e+07     2.0346
  324202    4.8961e+07     2.0065
  324211    1.0793e+08     0.7785
  324214    7.8185e+07     1.5314
  324226    1.1162e+08     1.0248
  324240    3.1645e+07     1.7970
  324244    6.8217e+07     1.1818
  324251    9.4225e+07     0.4968
  324280    7.1372e+07     0.5207
  324294    3.7854e+07     1.4554
  324296    5.7404e+07     0.9290
  324383    4.0424e+07     0.7544
  324411    3.0249e+07     0.6834
  329512    8.8847e+08     2.3307
  329514    3.3658e+08     0.3184
  329515    2.6797e+08     0.4954
  329517    6.6613e+08     1.4210
  329518    4.3516e+08     1.8483
  329519    3.8514e+07     1.0286
  329520    1.7387e+08     1.4839
  329521    1.3180e+08     0.9970
  329522    6.7988e+08     1.8269
  329523    9.9967e+07     1.6345
  329524    7.1266e+08     1.3973
  329525    6.8365e+08     1.3837
  329526    3.2500e+08     1.3984
  329528    6.6299e+07     2.2760
  329529    2.9840e+07     0.9951
  329532    8.5715e+07     1.2371
  329543    5.2507e+07     2.4012
  329544    3.8966e+07     1.5765
  329545    6.8970e+07     1.8837
  329546    9.6605e+07     1.3356
  329555    2.8368e+07     1.6878
  329576    7.3212e+07     1.5317
  329584    5.5492e+07     1.5177
  329596    4.6927e+07     1.5633
  329620    2.5280e+07     1.8865
  329629    8.2428e+07     0.6445
  329657    3.3874e+07     2.0227
  333431    8.6107e+08     2.1015
  333432    8.3819e+08     1.8128
  333436    2.3408e+08     1.7589
  333437    2.1663e+08     0.5523
  333438    2.5828e+08     1.4434
  333439    2.7199e+08     1.7208
  333440    4.8845e+07     0.9688
  333441    6.2018e+08     2.4550
  333442    4.5840e+08     1.4077
  333443    4.6984e+07     1.4293
  333444    7.2065e+07     0.9233
  333445    4.5703e+07     1.3455
  333446    4.1655e+07     1.1639
  333449    9.9157e+07     1.1672
  333451    2.4560e+08     1.8646
  333454    4.3526e+08     1.4440
  333458    9.0455e+07     1.9810
  333459    2.5132e+07     1.3779
  333460    3.0454e+07     1.3173
  333463    6.5439e+07     2.0110
  333464    4.0292e+07     1.3947
  333466    2.9809e+07     1.7930
  333469    3.0958e+07     1.5327
  333476    3.0007e+08     0.5332
  333477    9.3699e+07     1.8511
  333481    4.2738e+07     1.3322
  333489    1.3384e+08     0.9987
  333495    6.2319e+07     2.0301
  333511    3.3084e+07     2.0158
  333512    1.2001e+08     1.4104
  333523    1.2034e+08     1.2020
  333530    6.8339e+07     1.3970
  333537    5.9554e+07     1.4374
  333558    3.4488e+07     1.6027
  333568    2.9962e+07     1.3438
  338449    1.0610e+09     1.9130
  338450    6.5266e+08     3.4239
  338451    2.6960e+08     0.5684
  338452    2.2189e+08     1.5738
  338454    6.9919e+07     1.2174
  338456    3.7763e+08     1.8840
  338457    1.0702e+08     1.0000
  338458    1.1741e+08     1.0595
  338460    8.0947e+07     1.0780
  338461    4.0541e+07     1.6440
  338462    2.5800e+07     1.6653
  338463    2.6679e+08     1.3516
  338466    2.8809e+07     2.0176
  338467    4.1846e+07     1.3656
  338469    3.0813e+07     1.3983
  338471    2.7113e+08     1.3562
  338472    3.4096e+07     1.5676
  338473    1.3600e+08     1.2437
  338479    1.0798e+08     1.7289
  338480    3.0010e+07     1.4119
  338488    1.0203e+08     0.8667
  338492    1.0961e+08     1.3455
  338496    2.1903e+08     0.8316
  338502    1.7130e+08     0.5731
  338504    1.4227e+08     0.9226
  338507    6.2984e+07     2.0190
  338520    7.0449e+07     1.5042
  338522    9.3397e+07     1.3006
  338523    8.5803e+07     1.1248
  338548    5.3480e+07     1.2262
  338567    7.3083e+07     0.7480
  338617    3.8690e+07     0.9715
  342451    4.8221e+08     1.0889
  342452    1.2242e+09     1.9182
  342454    5.7876e+08     2.2451
  342456    9.8240e+07     2.3717
  342457    5.7068e+08     1.8955
  342458    6.5260e+08     0.5626
  342460    1.2696e+08     1.1098
  342461    3.5166e+08     1.3241
  342462    3.0663e+08     1.4906
  342463    1.5574e+08     1.4265
  342464    3.3116e+07     0.9487
  342467    8.0273e+08     1.2362
  342468    4.8460e+08     0.8618
  342470    3.1147e+07     1.1395
  342471    1.2132e+08     1.1616
  342472    1.5890e+08     1.9019
  342473    5.4910e+07     1.1486
  342477    4.0039e+08     1.3363
  342478    9.7710e+07     1.3494
  342482    6.8220e+07     1.2759
  342493    2.2526e+08     1.1046
  342494    4.8067e+07     1.5107
  342496    1.1153e+08     1.3545
  342513    4.7461e+07     2.1318
  342519    2.7595e+07     1.4993
  342522    1.4107e+08     0.6296
  342600    3.5077e+07     0.9705
  345874    1.1694e+09     2.9660
  345878    1.7255e+08     0.6801
  345879    1.6690e+08     0.5517
  345880    2.7427e+08     0.8827
  345882    4.6873e+07     0.8704
  345883    1.7398e+08     1.0720
  345884    5.1785e+07     0.8033
  345885    1.0858e+08     1.1151
  345886    7.0314e+08     2.0697
  345887    1.3423e+08     1.3263
  345888    6.6898e+08     1.7669
  345889    8.6310e+07     1.4318
  345896    2.7705e+07     1.7746
  345897    2.9998e+07     1.2233
  345898    1.0728e+08     2.0108
  345900    8.1497e+07     2.1740
  345903    9.2096e+07     2.0608
  345907    2.0270e+08     1.3174
  345909    5.0068e+07     1.4848
  345912    5.8396e+07     1.5731
  345919    2.9833e+07     1.6012
  345926    1.7122e+08     0.5065
  345935    9.2007e+07     1.3568
  345992    3.5241e+07     1.0141
  348905    9.3784e+08     2.3127
  348907    7.5119e+08     2.0965
  348909    1.2252e+09     2.3966
  348911    1.4747e+08     0.7135
  348913    5.1760e+07     0.6496
  348914    2.7321e+07     1.1898
  348915    5.3755e+07     1.1376
  348917    7.5318e+07     1.1680
  348918    1.8290e+08     1.3952
  348919    3.0777e+07     1.0202
  348920    2.9911e+08     1.6902
  348921    5.9333e+07     1.0500
  348922    2.0089e+08     1.3711
  348926    1.5185e+08     1.0437
  348929    3.2126e+07     1.4378
  348934    3.7212e+08     0.5149
  348936    6.0226e+07     1.3675
  348937    3.2668e+07     1.5859
  348945    6.6679e+07     1.5464
  348947    4.1887e+07     1.4149
  348948    2.5452e+07     1.3211
  348952    1.0129e+08     1.1125
  348962    7.4642e+07     1.4951
  348980    2.7835e+07     1.5503
  348987    4.5155e+07     1.5509
  348999    2.5376e+07     1.7459
  349006    7.6740e+07     0.6773
  352429    1.2760e+08     1.1463
  352431    9.3486e+07     1.1794
  352432    7.2228e+07     1.2544
  352433    1.0478e+09     1.6998
  352434    4.0249e+07     1.0875
  352435    7.8406e+07     1.8047
  352438    3.8388e+07     2.1639
  352439    1.0912e+08     1.9301
  352441    2.3404e+08     1.1760
  352444    2.3920e+08     1.2429
  352460    1.1629e+08     1.1157
  352463    8.5228e+07     1.1269
  352481    6.5565e+07     1.1327
  352486    5.7746e+07     1.1795
  355728    4.6877e+08     1.5140
  355731    6.6464e+08     1.4739
  355732    8.0512e+08     1.2988
  355736    4.7748e+08     0.3836
  355738    6.6403e+07     0.8918
  355739    6.9922e+07     0.5917
  355742    2.5680e+07     0.9709
  355746    5.4541e+07     1.3940
  355747    3.0400e+07     0.8648
  355749    4.8538e+08     1.9192
  355756    5.4684e+07     0.9881
  355759    2.8022e+07     1.8020
  355761    7.9860e+07     1.7256
  355762    1.1087e+08     1.8138
  355763    4.0840e+07     1.1993
  355765    3.5709e+07     1.5429
  355779    3.9447e+07     1.8032
  355788    5.2434e+07     1.4237
  355794    3.8062e+07     1.4738
  355806    7.9663e+07     0.8054
  355814    2.6874e+07     1.5651
  358612    8.2434e+08     2.6645
  358614    1.2523e+09     1.3010
  358615    1.2245e+09     1.2532
  358616    6.2935e+08     1.5846
  358619    3.1215e+08     1.3187
  358621    4.6668e+07     1.4704
  358624    2.5499e+07     1.6210
  358625    9.7449e+07     0.9421
  358627    3.1046e+08     0.3861
  358632    5.9155e+07     1.2148
  360929    7.7649e+08     1.5695
  360930    4.7247e+08     1.4106
  360931    7.1090e+07     0.9082
  360932    1.0598e+08     1.2717
  360934    1.6357e+08     2.3195
  360935    3.5715e+07     2.9301
  360936    6.1440e+07     1.6971
  360937    9.6598e+07     1.3329
  360939    6.2573e+07     1.6381
  360944    3.9459e+07     2.0144
  360948    1.6478e+08     1.4824
  360949    4.0869e+07     1.5862
  360950    7.9903e+07     1.2440
  360951    2.2484e+08     0.7047
  361040    3.2593e+07     0.6361
  362996    1.1250e+09     1.5673
  362998    1.1095e+09     4.2862
  363000    1.2467e+08     1.7989
  363001    3.2776e+08     0.8840
  363002    4.3473e+07     0.6416
  363003    7.7277e+07     0.8677
  363004    7.2417e+07     1.9835
  363005    5.1404e+07     1.1566
  363006    5.6735e+07     1.1804
  363010    6.0438e+07     1.4245
  363011    2.9685e+08     0.4521
  363012    7.2316e+07     1.3921
  363014    3.8568e+08     1.7556
  363015    3.6944e+07     0.8778
  363017    2.5653e+07     0.9979
  363018    8.7869e+07     1.5871
  363023    7.1891e+07     1.3053
  363025    1.2626e+08     1.1670
  363027    1.1566e+08     1.4523
  363028    3.4712e+07     1.5087
  363029    2.6042e+08     1.2366
  363031    7.2266e+07     1.5459
  363038    2.1289e+08     1.0060
  363059    3.7151e+07     2.2989
  363096    3.0508e+07     1.8363
  363171    2.6735e+07     1.3776
  366409    7.8951e+08     2.0540
  366410    5.6229e+07     0.6749
  366411    1.2992e+08     1.2654
  366412    5.0649e+07     0.9325
  366413    6.6039e+07     1.0654
  366414    8.9235e+07     1.5110
  366415    2.9343e+07     0.7501
  366416    4.1489e+07     1.7180
  366417    5.6261e+07     1.5305
  366418    1.1520e+08     1.5031
  366419    3.0647e+07     1.5094
  366421    2.0843e+08     1.3320
  366422    1.9315e+08     1.9565
  366424    1.1640e+08     1.3964
  366425    1.2298e+08     1.8600
  366432    3.1577e+07     1.2860
  366434    8.4427e+07     1.3045
  366438    1.0765e+08     1.5021
  366451    1.3902e+08     0.5642
  366453    5.3339e+07     1.3531
  366496    4.2292e+07     0.9310
  368847    1.1732e+09     2.5218
  368848    5.3397e+08     1.1019
  368849    1.3190e+08     0.7643
  368850    1.3107e+08     0.9426
  368851    6.7161e+08     1.3750
  368853    2.5764e+08     1.4132
  368854    2.3640e+08     1.4798
  368855    1.7177e+08     1.3769
  368856    3.6883e+08     1.4744
  368857    1.8035e+08     0.6780
  368859    3.4925e+08     1.6128
  368860    4.2156e+07     1.8451
  368865    4.9791e+07     1.3030
  368871    1.9500e+08     1.3556
  368872    5.2853e+07     2.0189
  368876    8.1558e+07     1.3574
  368877    9.1583e+07     1.3424
  368879    3.6447e+07     1.1145
  368883    6.7210e+07     1.5453
  368893    1.7465e+08     0.8102
  368895    1.1458e+08     1.1738
  368907    5.1631e+07     1.4853
  368914    6.9732e+07     1.1002
  371130    3.0698e+07     1.1727
  371133    8.9868e+07     2.0225
  371137    4.7295e+07     1.3169
  371166    4.1509e+07     1.3300
  372756    5.1477e+08     0.7627
  372757    7.7555e+08     1.9059
  372758    2.9317e+07     0.9093
  372759    1.4407e+08     0.4426
  372760    7.5404e+07     0.7193
  372761    3.1595e+08     1.2000
  372762    8.3689e+07     1.0201
  372763    1.5033e+08     1.1783
  372766    4.0378e+08     1.2878
  372769    6.8994e+07     1.3341
  372776    2.5681e+07     1.6266
  372777    1.2602e+08     1.4420
  372785    1.6330e+08     0.8672
  372792    5.1357e+07     1.5394
  372795    5.2152e+07     1.3750
  372800    3.3492e+07     1.7507
  372831    4.3630e+07     1.2572
  375076    5.3703e+08     1.9478
  375078    1.4595e+08     0.3548
  375079    2.8056e+08     1.0854
  375081    6.2273e+08     1.2550
  375083    8.1670e+07     1.0862
  375084    6.9292e+07     2.0599
  375085    1.8869e+08     0.5956
  375087    2.1170e+08     1.5789
  375088    2.7326e+07     1.1822
  375089    4.4765e+08     2.2832
  375090    3.7154e+07     1.1956
  375091    4.8856e+07     1.4812
  375092    6.5070e+08     1.0135
  375093    7.7405e+08     0.5408
  375103    2.0575e+08     0.6278
  375105    1.9131e+08     1.1444
  375133    3.9004e+07     1.3164
  375140    5.9207e+07     1.5209
  377660    3.5261e+08     1.0575
  377661    3.0142e+08     1.8172
  377662    1.0056e+09     0.7546
  377663    5.6044e+07     1.2526
  377664    2.5919e+07     1.4921
  377679    1.1839e+08     1.6871
  377685    2.9385e+07     1.6726
  377688    2.5170e+07     1.6224
  377694    5.5571e+07     0.6866
  379808    9.1401e+07     0.9850
  379809    4.2333e+08     0.9379
  379810    6.8584e+08     1.4409
  379811    5.3214e+08     1.5937
  379812    1.1273e+08     0.9905
  379813    3.3932e+08     1.5656
  379816    1.2833e+08     1.2729
  379817    2.2533e+08     0.5556
  379822    8.3038e+07     1.2157
  379823    6.1233e+07     1.0209
  379826    4.0428e+07     1.9669
  382217    5.3319e+08     1.9562
  382218    2.2121e+08     0.8542
  382219    5.9155e+07     0.7376
  382220    4.4618e+08     1.6480
  382221    1.2276e+08     1.6220
  382222    6.2351e+08     0.3113
  382223    5.6720e+07     1.6386
  382224    5.1403e+07     1.0328
  382225    2.9286e+08     0.9242
  382234    1.5960e+08     1.2634
  382237    9.5848e+07     1.1680
  382240    3.5593e+07     1.5742
  382242    2.6723e+07     1.4744
  382249    4.8155e+07     1.6216
  382250    2.8330e+07     1.8478
  382259    1.0972e+08     0.5432
  382347    2.5299e+07     0.5573
  383979    1.2355e+09     2.2452
  383980    4.1843e+08     1.4232
  383981    1.0017e+08     0.7908
  383982    9.4267e+08     1.8912
  383983    3.1492e+07     0.9396
  383985    5.2623e+07     1.4740
  383986    2.9931e+07     1.2305
  383992    3.7803e+07     1.2470
  383995    2.1832e+08     1.1260
  384005    6.6730e+07     1.2443
  384010    6.0979e+07     1.3051
  386275    1.6698e+08     0.6006
  386278    8.6896e+07     0.5611
  386281    2.6255e+08     1.5097
  386282    2.0849e+08     1.4167
  386285    1.3883e+08     1.2687
  386293    5.1877e+08     0.7005
  386294    4.8413e+07     1.4835
  386298    6.2653e+07     1.5329
  388551    4.9767e+07     0.7809
  388552    1.0423e+08     0.8722
  388586    4.5293e+07     1.8870
  388587    3.4884e+07     1.7572
  390934    7.4244e+08     1.6532
  390935    7.8454e+07     0.7769
  390936    3.3699e+08     1.4370
  390937    1.1391e+08     1.3051
  390939    2.7163e+07     1.4444
  390944    1.8205e+08     1.3888
  390945    2.6744e+08     0.9255
  390974    5.9116e+07     0.5658
  392281    8.7538e+08     1.7667
  392282    2.8875e+08     0.5259
  392283    7.7405e+07     1.0193
  392284    9.9091e+07     0.5990
  392286    7.6894e+07     1.4817
  392288    2.6157e+07     1.0308
  392289    3.3218e+07     1.2594
  392292    3.3915e+08     0.8766
  392293    3.7183e+07     2.5240
  392303    2.3312e+08     0.7510
  392313    1.3543e+08     0.9237
  392345    3.7872e+07     1.3836
  392366    3.6368e+07     1.2013
  394625    6.8125e+08     3.1294
  394626    5.9662e+08     1.6977
  394627    1.9299e+08     2.3477
  394628    7.1127e+08     0.7397
  394629    1.0110e+08     0.8292
  394631    1.1787e+08     1.4095
  394632    4.8722e+07     1.0946
  394633    2.6718e+07     0.7481
  394636    2.9018e+07     1.5998
  394637    3.0651e+08     0.4816
  394661    1.0706e+08     0.4990
  394732    2.6151e+07     0.7799
  396633    2.2045e+08     1.4326
  396634    6.9608e+07     2.4863
  396635    2.7689e+08     2.3291
  396638    6.3700e+07     1.2468
  396641    1.1348e+08     1.0136
  396646    4.3737e+07     1.7293
  396655    3.2961e+07     2.2270
  398785    4.2281e+08     2.0543
  398786    9.9846e+08     1.9178
  398787    1.6447e+08     0.6848
  398788    2.5583e+08     1.7594
  398789    1.6388e+08     0.4103
  398790    1.0238e+08     0.7840
  398793    2.6058e+08     1.6290
  398794    7.0448e+07     0.8421
  398795    2.5223e+07     1.3948
  398797    1.9318e+08     1.3827
  398799    6.9820e+07     1.4470
  398805    2.1763e+08     0.9278
  398806    3.3323e+07     1.4516
  398808    1.9578e+08     0.9634
  398815    1.7389e+08     0.5187
  398824    5.7558e+07     1.1834
  398825    4.8732e+07     1.1243
  400977    4.1500e+07     1.5403
  400978    1.2152e+08     1.1497
  400980    2.8714e+08     1.1670
  400981    6.0388e+08     1.7008
  400982    7.1552e+07     2.3557
  400983    6.5646e+08     1.0758
  400984    3.6799e+07     2.3129
  400999    3.4385e+07     1.6270
  401006    7.2872e+07     1.0381
  401049    4.3242e+07     0.5512
  402559    3.8446e+08     0.5260
  402560    1.1394e+09     3.3123
  402561    8.9133e+07     0.5667
  402562    2.8952e+08     2.1221
  402563    3.9253e+07     0.8419
  402564    2.6219e+07     1.0593
  402567    1.2848e+08     0.6758
  402568    7.2199e+07     1.5838
  402572    2.5381e+08     1.2881
  402583    4.0640e+07     1.6410
  402592    3.7949e+07     1.5290
  402595    1.5033e+08     0.8782
  402598    7.9353e+07     1.2293
  402599    1.0776e+08     0.6711
  402602    5.1423e+07     1.3710
  402632    4.1034e+07     1.3935
  402655    2.8113e+07     0.9885
  404820    6.0152e+08     2.4866
  404821    1.8670e+08     0.9639
  404822    2.3533e+08     1.1172
  404823    2.1721e+08     1.6232
  404824    1.3443e+08     0.8189
  404825    7.5225e+07     1.1566
  404826    4.6713e+08     1.8610
  404829    1.5556e+08     1.6205
  404831    2.5243e+07     1.3493
  404833    6.8476e+07     1.3528
  404834    3.4941e+08     0.7726
  404836    2.9724e+07     1.4027
  404841    6.4939e+07     1.5577
  404844    1.0844e+08     1.7389
  406944    8.3008e+07     0.7498
  406964    3.2136e+07     1.8135
  406967    5.2627e+07     1.3008
  406973    3.5470e+07     1.3160
  408536    8.2024e+07     2.0630
  408537    3.0265e+08     1.5532
  408538    2.0693e+08     1.2352
  408540    2.6599e+07     0.9538
  408541    2.4587e+08     1.5469
  408542    3.5512e+08     1.5341
  408543    1.8174e+08     1.6453
  408554    1.5139e+08     0.9474
  408562    2.6519e+07     1.7280
  408568    3.9082e+07     1.7274
  408625    2.5782e+07     1.0165
  410040    4.2217e+08     1.0577
  410041    1.0665e+08     1.6249
  410042    1.0208e+08     1.3579
  410043    1.2704e+08     1.8541
  410044    3.5456e+07     1.8744
  410046    5.6881e+08     0.3351
  410048    5.3573e+07     1.5672
  410049    9.6380e+07     2.4065
  410052    3.6722e+07     1.2702
  410083    5.3820e+07     0.7678
  411452    9.8708e+08     1.8540
  411453    1.6698e+08     0.6421
  411454    1.8339e+08     0.9343
  411455    1.1993e+08     1.0347
  411456    7.7972e+07     0.8645
  411457    6.8278e+07     0.8402
  411458    1.7825e+08     0.8839
  411459    3.4914e+07     1.2251
  411460    3.4719e+08     1.7004
  411461    1.1089e+08     1.0428
  411462    1.7742e+08     0.9724
  411464    9.2045e+07     0.5097
  411465    4.1822e+08     1.8016
  411466    1.5093e+08     1.0122
  411467    1.7450e+08     1.6095
  411470    3.0520e+08     0.8890
  411475    9.3338e+07     1.6470
  411483    3.8382e+07     1.9384
  411490    6.3847e+07     1.5668
  413375    4.0287e+07     0.8061
  413379    9.2865e+07     1.1394
  413380    3.7206e+07     0.9842
  413381    1.8442e+08     0.7986
  413382    7.4073e+07     1.7813
  413384    2.8304e+07     1.1416
  413387    2.8394e+08     1.4424
  413388    1.6901e+08     1.4278
  413389    4.4869e+07     1.6798
  413394    6.9256e+07     1.2149
  413404    6.1135e+07     0.8329
  413409    6.8893e+07     1.6704
  413410    3.5910e+07     1.6658
  413424    5.1418e+07     1.4175
  413431    7.2916e+07     0.8117
  413437    7.8846e+07     0.6769
  413458    2.5331e+07     1.3635
  414920    1.3301e+08     1.3315
  414921    1.1554e+09     1.7580
  414922    2.3512e+08     1.1465
  414923    4.3292e+07     1.4287
  414925    2.1688e+08     0.4891
  414926    3.5672e+08     1.6936
  414929    1.0776e+08     1.3665
  414930    6.3011e+08     0.4685
  414931    8.4081e+07     1.4554
  414933    5.4106e+07     1.7315
  414946    3.8221e+07     1.6593
  414963    3.1514e+07     1.3940
  414984    3.0938e+07     0.9755
  416714    4.6827e+08     1.6451
  416715    1.0790e+09     3.5627
  416716    4.6412e+08     2.1672
  416719    5.7062e+07     0.8782
  416720    1.5668e+08     0.4380
  416721    3.4303e+07     1.3481
  416722    9.1429e+07     0.9450
  416724    6.2452e+07     1.8415
  416725    1.8375e+08     1.6906
  416726    4.0009e+08     1.7278
  416727    8.1129e+07     1.5234
  416728    2.0530e+08     1.2291
  416732    1.2171e+08     1.4838
  416734    5.1096e+07     1.7624
  416739    4.5543e+07     1.1865
  416746    2.9092e+07     1.3914
  418338    1.0486e+08     0.6161
  418339    4.2512e+08     1.5593
  418340    2.5183e+08     1.3854
  418341    2.9639e+07     1.0752
  418342    1.0172e+08     1.1141
  418345    2.5717e+08     1.0887
  418348    5.9156e+07     1.6190
  418357    9.5604e+07     0.6183
  418360    2.7029e+07     1.5085
  418368    3.6387e+07     2.0487
  419622    5.3597e+08     1.7832
  419623    1.1581e+09     1.1101
  419624    4.6339e+08     0.4875
  419625    2.5682e+08     1.3444
  419626    6.2014e+08     2.7074
  419627    5.3197e+07     1.5218
  419628    9.7026e+07     0.8316
  419629    1.4503e+08     1.5834
  419630    1.3476e+08     0.9298
  419631    1.3823e+08     1.3239
  419632    5.2596e+07     0.5856
  419634    2.0172e+08     1.1978
  419638    1.2454e+08     1.3320
  419640    4.8850e+07     2.2267
  419646    4.0162e+07     1.4792
  419649    8.1673e+07     1.3705
  419659    4.0823e+07     1.3799
  419665    1.1261e+08     0.7122
  419711    3.2174e+07     1.4436
  421560    2.2192e+08     0.3839
  421561    8.9743e+08     1.2641
  421562    9.5467e+07     1.2886
  421564    5.1120e+07     1.7014
  421565    3.4544e+07     1.5778
  421566    3.5336e+08     0.7493
  421567    2.8200e+08     0.7058
  421573    2.5325e+07     1.1895
  421574    3.9504e+07     2.2752
  421582    7.1593e+07     1.4449
  421602    5.8822e+07     0.7864
  421616    2.7646e+07     1.0853
  422761    3.9704e+08     1.7933
  422762    2.7107e+08     0.6631
  422763    1.0225e+09     0.8395
  422764    8.1882e+07     1.5954
  422765    4.0431e+08     1.1157
  422769    1.5812e+08     1.2173
  422771    1.1098e+08     1.3545
  422772    1.0704e+08     1.2472
  424292    1.2412e+08     0.7363
  424293    4.5154e+08     1.4499
  424294    2.4476e+08     0.8936
  424295    2.5779e+08     1.1772
  424296    3.3605e+07     0.9296
  424297    5.7523e+07     1.3975
  424298    5.3754e+07     1.2512
  424302    6.3795e+07     2.1489
  424312    2.8770e+07     1.9215
  424334    6.7066e+07     0.8203
  425721    3.2944e+07     1.0791
  425722    1.5753e+08     0.5636
  425723    1.2126e+09     0.5756
  425725    2.9176e+07     0.9048
  425730    4.0955e+08     2.3603
  425731    2.6915e+08     1.7610
  425732    7.7485e+07     1.3060
  425734    3.0544e+07     1.2051
  425745    1.3594e+08     1.2807
  425747    1.9032e+08     0.8247
  425753    6.1469e+07     1.2190
  427212    1.1555e+09     5.0130
  427214    3.3802e+08     0.5785
  427215    7.1304e+08     1.4175
  427216    2.5299e+08     1.2690
  427217    3.1156e+08     1.3542
  427218    6.3000e+08     2.7233
  427219    3.9236e+07     1.1676
  427220    2.8156e+07     1.2594
  427226    5.3226e+07     1.7999
  427232    3.3722e+07     1.6065
  427245    1.3672e+08     0.6903
  428180    1.7778e+08     0.4652
  428182    6.5495e+08     1.2303
  428183    6.7410e+08     1.1777
  428184    1.6543e+08     0.6835
  428187    3.0705e+07     1.1478
  428188    4.2702e+07     1.3545
  428189    4.9958e+07     1.7219
  428190    3.4974e+08     0.5719
  428191    3.1988e+08     0.3227
  428192    1.2720e+08     1.1136
  428195    3.2773e+07     1.7623
  428202    7.4751e+07     1.4315
  428211    8.7156e+07     0.4622
  429474    3.1593e+08     1.7251
  429475    2.2279e+08     2.5373
  429476    1.1324e+09     3.0501
  429477    6.8829e+08     1.0794
  429478    7.7910e+08     1.5272
  429479    3.2706e+08     0.6052
  429480    1.5295e+08     1.0705
  429482    8.0722e+07     1.2259
  429493    1.1796e+08     0.9512
  430867    4.1325e+08     2.3870
  430868    5.1551e+08     1.9243
  430872    1.2097e+08     1.3454
  430874    6.5058e+07     1.1861
  430877    4.2590e+07     1.5112
  430881    4.5830e+07     1.8821
  430893    9.9788e+07     1.6393
  430900    3.4930e+07     2.0126
  430916    5.1359e+07     1.0326
  430933    3.6944e+07     0.7205
  432111    5.5741e+08     2.1860
  432113    1.5290e+08     1.3359
  432114    1.8870e+08     1.2344
  432115    1.4185e+08     1.7895
  432117    3.7180e+07     3.2938
  432118    1.4143e+08     1.9757
  432119    5.3182e+08     0.6685
  432120    2.5859e+07     1.3692
  432121    3.4792e+07     1.3396
  432122    8.3768e+07     1.3915
  432124    7.3134e+07     1.4744
  432144    1.0212e+08     0.7131
  433290    4.7263e+08     1.8208
  433292    5.2781e+08     1.0923
  433296    3.1020e+07     1.3860
  433298    3.8106e+07     1.0379
  433300    3.0210e+07     1.6325
  433301    2.4401e+08     1.9352
  433302    2.7200e+08     1.7072
  433303    2.7343e+07     1.6170
  433306    2.9076e+07     1.8831
  433308    2.5554e+07     1.2209
  433309    2.5016e+08     1.2121
  434359    6.4516e+08     1.6285
  434360    1.2312e+08     1.0430
  434361    5.7396e+08     1.1476
  434365    3.9908e+07     1.6281
  434372    6.8814e+07     1.2176
  435754    1.1858e+09     2.9352
  435755    7.3493e+08     0.8351
  435756    3.5638e+08     1.9594
  435757    3.5111e+07     0.7720
  435758    6.1959e+08     1.5715
  435759    4.8471e+07     0.8724
  435760    5.3161e+08     2.0569
  435763    2.8975e+07     1.2367
  435766    1.5217e+08     2.0002
  435767    4.4492e+07     1.1660
  435770    7.7355e+07     1.9021
  435793    4.5197e+07     1.6016
  435807    5.6130e+07     1.5861
  436934    2.1609e+08     1.5087
  436935    3.7711e+08     1.1569
  436937    8.9224e+08     1.6934
  436938    1.0638e+08     1.3642
  436939    3.9926e+08     1.1656
