#   gal ID      M*           rh* 
  716940    2.3578e+08     0.8171
  716943    3.4391e+07     0.9511
  717043    5.4413e+08     3.0490
  717087    6.2033e+08     2.1093
  717157    2.9037e+08     1.9374
  717158    7.9393e+07     1.1306
  717234    6.3445e+08     2.4946
  717280    1.2459e+09     3.5260
  717356    2.3207e+08     1.1189
  717408    6.9087e+08     2.9435
  717445    1.2384e+09     2.6776
  717584    1.1695e+09     3.0958
  717670    4.0195e+08     4.2199
  717724    2.0680e+08     2.6779
  717725    4.6748e+07     0.9179
  717839    6.7967e+08     1.8168
  717902    1.5468e+08     0.8528
  717903    2.6388e+08     1.3600
  717970    3.8666e+08     3.6057
  718030    9.3520e+08     2.0633
  718082    9.7904e+08     1.1436
  718171    8.8622e+08     1.5070
  718241    1.0508e+09     3.1496
  718278    8.7388e+08     2.1791
  718353    5.3166e+08     1.9189
  718391    2.3061e+08     1.6926
  718392    8.2052e+07     0.8960
  718491    5.0494e+07     1.1364
  718492    7.4472e+07     0.9867
  718493    2.7915e+07     0.8602
  718608    7.3547e+08     1.6614
  718664    5.6397e+08     0.7052
  718665    9.3154e+07     0.6940
  718721    9.1110e+08     1.5906
  718776    6.0308e+08     0.3846
  718777    3.7739e+07     0.6000
  718873    1.1646e+09     1.8670
  718908    6.4691e+08     3.2805
  718937    7.0283e+08     3.3539
  719024    4.7470e+08     2.1336
  719100    5.2354e+08     1.6913
  719158    8.6120e+08     2.5360
  719196    5.4828e+08     1.7615
  719261    9.4000e+08     4.2915
  719318    4.3279e+08     3.0452
  719355    3.4457e+08     1.7758
  719356    5.3994e+07     0.6113
  719429    1.0515e+09     4.1632
  719471    7.6760e+08     2.3417
  719507    1.1577e+09     2.2173
  719608    7.7197e+08     1.6443
  719640    3.4429e+08     1.8054
  719744    1.0526e+09     1.7850
  719799    5.0489e+08     1.7816
  719800    3.3136e+07     1.2255
  719952    2.5838e+08     1.8982
  720000    6.7280e+08     1.5833
  720059    1.5872e+08     1.2733
  720060    4.2048e+07     0.8837
  720061    5.2053e+07     1.1374
  720169    3.7744e+08     1.6988
  720170    3.4028e+07     1.0476
  720171    3.1138e+07     0.9034
  720242    5.6935e+08     4.3730
  720295    2.0395e+08     3.1353
  720378    2.2404e+08     1.7934
  720461    1.0878e+09     0.5251
  720523    6.3496e+08     1.4233
  720524    1.1565e+08     1.0968
  720565    5.8715e+08     3.9639
  720626    6.6329e+08     2.9877
  720668    2.8471e+08     3.9584
  720745    2.4313e+08     1.5505
  720822    9.4976e+08     2.3461
  720823    1.6310e+08     1.3355
  720885    2.3332e+08     1.0093
  720886    6.1117e+08     1.6530
  720924    6.6974e+08     2.0899
  721084    1.2266e+09     2.3024
  721110    2.9147e+08     3.2151
  721165    3.6638e+07     1.1809
  721166    1.1850e+08     1.3680
  721167    4.5163e+07     0.8282
  721235    4.5255e+08     2.3430
  721346    4.1172e+08     1.4256
  721410    5.5377e+08     1.8479
  721496    8.9864e+08     1.0207
  721549    9.8470e+08     1.6828
  721550    1.8087e+08     1.4897
  721576    6.2540e+08     2.2849
  721638    4.3807e+08     1.5445
  721715    6.8672e+08     1.5857
  721764    3.2138e+08     1.3379
  721765    2.5135e+07     1.0212
  721829    5.7302e+08     2.3676
  721830    4.0165e+07     1.3261
  721920    8.2231e+08     2.7717
  721959    9.2657e+08     3.6798
  721993    8.2647e+08     1.7692
  722070    2.2706e+08     2.7130
  722074    2.5854e+07     0.5890
  722123    1.0052e+09     1.6526
  722158    3.7744e+08     2.1624
  722207    1.2182e+09     2.7585
  722208    3.5543e+07     0.7694
  722269    1.2291e+09     3.5792
  722296    7.6978e+08     1.0805
  722297    4.3575e+07     1.2711
  722298    8.4703e+07     1.1876
  722353    5.4703e+08     1.3979
  722354    7.4608e+07     1.0356
  722387    1.3562e+08     1.0109
  722388    1.4043e+08     0.9102
  722465    5.3376e+08     2.4133
  722533    8.2445e+08     1.8574
  722584    9.1532e+08     3.3892
  722645    1.1338e+09     2.3134
  722717    8.1404e+08     1.1579
  722786    6.0923e+08     1.8857
  722862    7.4693e+08     2.2043
  722910    1.1038e+09     3.7112
  722952    9.5987e+08     3.9326
  723011    7.4897e+08     3.1649
  723044    2.1585e+08     1.3789
  723140    1.5128e+08     0.8766
  723141    3.1141e+08     0.8644
  723216    5.8979e+08     1.5330
  723275    2.5040e+08     2.5000
  723322    1.1825e+09     2.4064
  723391    7.0342e+08     2.4415
  723449    1.1606e+09     2.4890
  723529    6.7568e+08     1.7564
  723626    3.6756e+08     1.0146
  723627    9.0802e+07     0.7440
  723676    6.2066e+08     2.8608
  723764    3.3422e+08     1.6994
  723821    2.0595e+08     1.4487
  723822    1.4730e+08     1.2838
  723889    8.8494e+08     3.1195
  723924    9.0715e+08     3.0280
  723974    2.3284e+08     0.3434
  723975    7.4320e+08     1.7228
  724006    3.2618e+08     1.9514
  724067    3.0162e+08     1.6915
  724068    3.3691e+07     1.2109
  724130    3.6468e+08     2.9686
  724131    4.3015e+07     1.1073
  724175    9.0527e+08     1.5143
  724214    4.5369e+08     2.1503
  724315    4.6324e+08     3.1514
  724363    1.1493e+08     2.0269
  724365    3.8523e+07     1.0668
  724421    2.7420e+08     2.0626
  724472    6.4326e+08     3.0005
  724509    3.1683e+08     1.9038
  724585    1.7760e+08     1.9512
  724648    9.3956e+08     1.4595
  724690    7.3407e+08     3.5842
  724782    7.6015e+08     3.5718
  724832    7.1110e+08     3.9113
  724891    5.5684e+08     1.5604
  724892    3.0596e+08     0.3188
  724941    6.1216e+08     3.1159
  725002    3.5932e+08     1.2669
  725074    1.1566e+09     1.8665
  725075    4.4940e+07     1.2747
  725120    1.2089e+09     1.7169
  725150    1.0397e+09     1.9060
  725173    1.6850e+08     2.6992
  725175    7.3935e+07     0.4554
  725247    1.2428e+09     2.7341
  725309    1.2296e+09     1.1421
  725339    5.8123e+08     1.3760
  725450    3.0329e+08     1.3502
  725522    4.0697e+08     1.6922
  725523    2.5926e+07     0.9194
  725595    5.0259e+08     3.6924
  725686    4.5551e+08     1.2127
  725747    8.5350e+08     0.9703
  725793    6.5909e+08     1.5323
  725835    2.7184e+08     1.2977
  725890    4.0808e+08     2.4798
  725951    7.5265e+08     1.5059
  725996    2.1317e+08     0.3919
  726051    3.5570e+08     0.3961
  726052    6.5975e+07     0.4586
  726112    5.4211e+08     2.3272
  726198    1.0921e+09     2.0425
  726222    3.2717e+08     1.5604
  726293    3.5120e+08     1.8444
  726351    1.4143e+08     1.0890
  726352    5.3297e+07     1.7645
  726468    3.0312e+08     1.6032
  726469    4.5608e+07     0.9242
  726541    1.4096e+08     0.9614
  726609    3.9295e+08     2.4038
  726670    4.9561e+08     1.7632
  726751    9.4571e+08     0.9702
  726781    7.2618e+08     1.7324
  726832    8.4676e+08     4.3633
  726882    4.3591e+08     1.2940
  726884    2.8082e+07     0.5591
  726962    2.3038e+08     1.1418
  727010    2.6408e+08     1.6212
  727086    8.8024e+08     3.1670
  727120    9.6608e+08     0.9847
  727154    3.6478e+08     1.7232
  727159    2.5795e+07     0.8574
  727206    1.1368e+09     3.1354
  727242    1.0130e+09     1.7629
  727269    3.7211e+08     1.7293
  727270    2.8069e+07     0.6623
  727308    6.0131e+08     3.1515
  727353    3.5877e+08     1.5906
  727424    2.0164e+08     1.8713
  727425    4.4184e+07     1.0510
  727459    2.5867e+08     1.8666
  727539    7.0077e+08     1.7960
  727596    6.9181e+08     2.2802
  727650    8.1689e+08     2.8949
  727693    7.4134e+08     0.7293
  727694    6.5827e+07     0.6388
  727743    6.9053e+08     1.6415
  727788    6.9740e+08     1.6752
  727825    9.0758e+07     1.3439
  727826    3.5998e+08     1.4783
  727875    2.9246e+08     1.9125
  727922    7.7775e+08     2.2036
  727984    8.4059e+08     2.8650
  728040    4.4207e+08     3.0142
  728072    4.7705e+08     3.4130
  728107    2.7827e+08     1.4878
  728169    4.7573e+08     2.3498
  728221    6.4518e+08     2.7581
  728258    1.1585e+09     2.8635
  728287    6.3138e+08     1.3656
  728345    5.7278e+08     2.4207
  728385    1.3487e+08     0.7537
  728386    1.0081e+08     0.9911
  728466    9.7411e+08     1.9022
  728500    4.6970e+08     1.2347
  728565    3.8254e+08     1.3476
  728566    2.9820e+07     0.7874
  728609    8.1617e+08     1.8284
  728642    6.1277e+08     1.3185
  728682    4.6089e+08     1.8178
  728726    9.8425e+08     2.1000
  728769    6.3839e+08     4.2824
  728802    3.8174e+08     1.6992
  728859    3.2858e+08     3.0559
  728889    2.6815e+08     2.1668
  728942    1.2449e+09     1.1876
  728996    4.4508e+08     2.1749
  729074    4.0442e+08     1.4482
  729105    1.4149e+08     1.6575
  729106    1.2687e+08     0.3501
  729203    6.5882e+08     1.2730
  729253    3.7432e+08     2.1188
  729311    6.9690e+08     1.2006
  729360    3.6650e+08     1.3372
  729398    1.8818e+08     2.0344
  729473    4.0344e+08     2.7713
  729529    9.3502e+08     1.7801
  729549    6.7429e+08     1.8104
  729594    5.5425e+08     1.1004
  729595    3.4386e+07     0.8355
  729716    2.5619e+08     2.3229
  729717    6.3676e+07     0.9671
  729792    5.7515e+08     2.6248
  729853    2.7861e+08     0.9694
  729917    2.7426e+08     1.3420
  729962    1.5771e+08     1.8252
  729963    7.9826e+07     0.9052
  730014    6.0851e+08     2.8066
  730035    5.2756e+08     2.6660
  730080    1.9434e+08     0.6280
  730081    5.2169e+07     0.6828
  730128    2.3649e+08     1.6982
  730197    7.9088e+08     0.7436
  730232    4.3709e+08     3.2787
  730330    1.7412e+08     1.5034
  730410    6.7519e+08     1.9503
  730443    7.8645e+08     2.7888
  730494    1.1863e+09     2.6904
  730513    1.0925e+09     1.6982
  730543    9.6205e+07     1.1932
  730544    8.3330e+07     0.6772
  730600    3.4669e+08     1.6284
  730665    4.1181e+08     3.3953
  730715    6.3358e+08     4.8234
  730742    3.3119e+08     1.8523
  730773    3.5944e+08     1.8767
  730829    9.9420e+08     1.9598
  730855    2.0335e+08     1.6890
  730926    6.2331e+08     3.1021
  730951    7.1813e+08     2.4306
  731002    9.8891e+07     1.0179
  731003    6.9470e+07     1.4054
  731076    3.3707e+08     1.6280
  731137    2.8068e+08     1.5078
  731184    7.3006e+08     3.3698
  731244    1.3098e+08     0.9980
  731245    7.7270e+07     0.5260
  731246    6.9713e+07     1.0108
  731293    6.4518e+08     2.6965
  731330    7.1032e+08     1.9786
  731384    6.9311e+08     2.4681
  731449    1.1280e+09     3.7364
  731480    6.1861e+08     1.8291
  731535    3.4237e+08     1.8387
  731619    4.7631e+08     2.1682
  731673    3.4121e+08     1.0633
  731674    6.9073e+07     1.0570
  731747    2.0384e+08     1.6513
  731748    5.2469e+07     0.8559
  731789    4.5167e+08     1.7766
  731827    4.7055e+08     1.8348
  731874    7.2789e+07     0.9740
  731875    1.6798e+08     1.2656
  731922    5.5804e+07     0.8244
  731961    2.0633e+08     1.0971
  732010    5.5060e+08     3.1356
  732068    9.3713e+08     2.2639
  732130    7.0819e+08     1.6475
  732169    1.0523e+09     3.1786
  732170    1.6600e+08     0.9171
  732186    7.5429e+08     2.7784
  732221    7.6700e+08     1.8875
  732255    5.1734e+08     1.8841
  732321    4.5420e+08     2.1937
  732380    4.4387e+08     1.1896
  732452    3.4286e+08     1.1645
  732494    7.3100e+08     2.4193
  732523    3.9596e+08     1.7795
  732580    7.2841e+08     2.3785
  732644    3.4850e+08     2.3245
  732686    9.9984e+08     1.8382
  732721    6.7245e+08     2.8628
  732756    4.3401e+08     1.3815
  732800    1.1171e+09     1.4019
  732852    6.5629e+08     3.1315
  732881    4.6975e+08     2.2767
  732960    5.0544e+08     1.0622
  733015    8.3509e+08     1.3061
  733064    3.4603e+08     1.5155
  733120    5.1931e+08     2.1577
  733149    6.8570e+08     0.7509
  733191    2.2015e+08     1.9966
  733258    8.5944e+08     1.3069
  733281    7.3140e+08     3.1352
  733344    4.2242e+08     2.7290
  733383    8.0898e+08     2.3718
  733421    8.3016e+08     1.3518
  733422    2.1391e+08     1.0278
  733465    4.6541e+08     2.1097
  733518    5.2796e+08     1.4910
  733572    4.1560e+08     1.9812
  733632    5.6029e+08     2.1815
  733681    1.7787e+08     2.1856
  733724    2.0145e+08     2.1275
  733725    7.1900e+07     2.1612
  733770    8.8871e+08     2.1758
  733826    5.1806e+08     2.0011
  733868    1.9223e+08     0.3370
  733869    5.1084e+07     0.6933
  733910    6.9931e+08     1.4364
  733966    3.7210e+08     3.4556
  734041    8.6200e+08     2.2606
  734090    2.6175e+08     0.4933
  734091    2.5300e+08     0.4581
  734128    8.2547e+08     4.4129
  734154    7.8780e+08     1.9654
  734243    8.8222e+08     1.0781
  734293    1.0438e+09     0.8634
  734329    6.6479e+08     3.7692
  734365    2.7516e+08     2.0437
  734525    7.7728e+08     2.0010
  734581    3.1711e+08     1.4706
  734629    3.7569e+08     1.6320
  734666    7.5533e+08     2.5682
  734691    1.9982e+08     0.4307
  734692    6.4309e+07     0.7758
  734757    6.5031e+08     3.4993
  734798    9.5313e+08     1.9663
  734832    5.3072e+08     2.3114
  734874    2.5427e+08     2.0214
  734927    6.4193e+08     1.8353
  734957    3.8581e+08     3.3392
  735012    3.9901e+08     3.7084
  735051    6.6053e+08     2.4337
  735080    1.1973e+09     1.1433
  735106    4.4568e+08     1.5913
  735185    9.4405e+08     2.2976
  735212    1.4053e+08     1.1740
  735213    3.5560e+07     2.2456
  735291    5.5906e+08     1.8665
  735357    6.1614e+08     2.2785
  735392    1.2575e+09     2.3009
  735435    7.2268e+08     1.5301
  735540    7.9687e+08     2.5110
  735581    1.0611e+09     3.5730
  735608    1.2475e+09     2.3512
  735648    1.0265e+09     3.2133
  735664    7.0760e+08     1.2884
  735665    2.9771e+07     0.7087
  735686    4.3081e+08     4.5510
  735721    9.6893e+07     1.6750
  735786    1.2758e+08     1.7775
  735865    6.6668e+08     1.7352
  735896    5.8955e+08     1.6322
  735942    9.0855e+08     2.3249
  735943    4.3882e+07     0.6360
  735983    8.4696e+08     3.2836
  736011    3.5938e+08     0.4013
  736072    4.4871e+08     1.4803
  736116    5.7635e+08     2.4317
  736142    3.1751e+08     1.3925
  736231    2.2983e+08     0.7142
  736269    7.3850e+08     1.4856
  736296    1.0895e+09     2.5803
  736320    1.1031e+09     3.4045
  736370    4.8720e+08     1.9176
  736408    2.5852e+08     1.3416
  736409    2.9280e+07     1.4394
  736455    3.7084e+08     1.1995
  736499    6.9009e+08     2.0278
  736529    6.0282e+08     2.6773
  736569    7.7183e+08     1.2666
  736619    3.7985e+08     2.6778
  736670    2.0426e+08     2.0878
  736746    3.9430e+08     1.5917
  736805    3.2215e+08     0.5445
  736865    3.5641e+07     0.8081
  736891    3.8706e+08     0.9775
  736944    8.5641e+08     1.6430
  736983    4.5589e+08     0.9167
  737043    3.1895e+08     3.1732
  737131    7.2087e+08     1.6215
  737158    9.8646e+08     3.8434
  737184    3.9396e+08     2.3196
  737234    5.7794e+08     0.9751
  737277    3.3255e+08     2.4604
  737310    1.0140e+09     2.4700
  737365    7.1202e+08     1.4943
  737414    3.4883e+08     2.5212
  737463    6.3933e+07     0.4723
  737464    1.4769e+08     0.9036
  737520    1.5192e+08     1.1032
  737521    2.7512e+07     0.7312
  737604    5.3257e+08     1.5261
  737650    2.2078e+08     2.8084
  737700    8.3678e+08     1.9088
  737783    1.1536e+08     1.3713
  737784    2.5847e+07     0.8104
  737844    2.8885e+08     0.4652
  737846    5.1232e+07     0.7542
  737895    7.8074e+08     1.7700
  737912    4.7145e+08     3.7016
  737963    5.9890e+08     1.0926
  738022    1.1815e+09     2.4677
  738049    3.1860e+08     1.0788
  738083    1.1342e+09     3.9191
  738133    6.3747e+08     0.6901
  738167    6.3891e+08     1.7383
  738215    3.3371e+08     1.2812
  738261    5.2236e+08     2.5086
  738276    8.5935e+08     3.4053
  738308    8.3987e+08     3.1072
  738336    9.9053e+08     1.5796
  738377    4.5054e+08     0.3523
  738378    5.5783e+07     0.9882
  738426    4.6490e+08     3.0064
  738461    9.5636e+08     3.9351
  738560    1.2496e+09     3.7244
  738604    1.9914e+08     0.5201
  738605    3.8740e+08     1.8362
  738625    2.2977e+08     1.3890
  738671    8.0126e+07     1.6810
  738739    3.2803e+08     2.7048
  738793    8.2397e+08     1.5347
  738835    1.0686e+09     3.7122
  738864    3.3641e+08     1.4496
  738903    3.5229e+08     1.2932
  738943    3.1415e+08     2.0382
  739021    5.6679e+08     1.7672
  739055    3.1936e+08     0.6459
  739118    1.7066e+08     2.0123
  739159    1.2038e+09     1.8529
  739249    2.0743e+08     1.5889
  739323    5.6450e+08     0.8149
  739355    7.0110e+08     3.7062
  739383    8.0218e+08     0.7848
  739432    1.0653e+09     1.9232
  739454    6.2298e+08     1.6676
  739496    6.4618e+08     2.3017
  739530    5.9905e+08     0.6090
  739551    9.9552e+08     1.8989
  739578    2.8261e+08     1.8981
  739619    2.5286e+08     1.8237
  739677    1.1949e+09     1.2182
  739703    3.5207e+08     1.1926
  739754    3.6814e+08     2.1661
  739797    5.3430e+08     3.7928
  739819    5.1773e+08     2.4777
  739868    2.9821e+08     1.8954
  739918    7.0390e+08     1.9242
  739984    6.8916e+08     2.8966
  740011    4.4246e+08     0.9534
  740058    7.6634e+08     2.1804
  740099    7.7865e+08     2.1261
  740163    8.8525e+08     0.8531
  740192    8.3308e+08     1.3248
  740223    3.4421e+08     1.6200
  740272    2.0687e+08     2.2855
  740333    3.8558e+07     0.8548
  740413    2.3076e+08     1.4720
  740460    8.0527e+08     2.6760
  740472    4.0638e+08     1.4490
  740473    1.3903e+08     0.5049
  740523    4.4548e+08     2.4608
  740568    8.7335e+08     0.3802
  740607    1.1504e+09     3.7113
  740629    9.8473e+08     0.4671
  740658    6.6829e+08     1.4037
  740702    2.4322e+08     2.0075
  740778    3.9739e+08     3.1828
  740805    4.9198e+08     3.4932
  740825    6.3866e+08     0.3561
  740855    5.7890e+08     1.5119
  740918    2.5778e+08     2.2735
  740953    2.2310e+08     1.8197
  740996    3.3515e+08     1.9676
  741036    2.9148e+08     0.3743
  741111    7.6326e+08     1.4314
  741146    1.5178e+08     2.1437
  741214    2.5723e+08     1.0991
  741275    2.2629e+08     1.5683
  741312    6.5292e+08     1.7814
  741345    1.4042e+08     0.8206
  741346    6.5000e+07     0.5757
  741388    2.7050e+08     1.6310
  741434    5.3805e+08     1.1791
  741473    3.3827e+08     1.3260
  741509    3.5593e+08     2.4874
  741554    1.6931e+08     0.9661
  741599    5.2960e+08     1.7933
  741629    5.4983e+08     1.4336
  741662    3.4967e+08     0.5525
  741694    8.5124e+08     1.6441
  741724    8.3649e+08     2.1587
  741759    3.6038e+08     1.8521
  741784    4.9051e+08     0.7732
  741809    1.1307e+09     1.0658
  741840    7.4098e+08     3.2362
  741881    3.4138e+08     1.2371
  741918    4.0397e+08     1.5023
  741963    2.2260e+08     1.2570
  741964    8.1410e+07     1.0538
  742035    9.1071e+08     1.6617
  742066    9.7819e+08     1.9452
  742067    3.5467e+07     1.0615
  742091    9.8315e+08     0.9354
  742113    2.7320e+08     1.7247
  742158    1.0722e+09     2.0066
  742188    2.2361e+08     0.9711
  742258    5.8028e+08     1.0450
  742301    7.4604e+08     2.7176
  742337    2.7960e+08     1.4222
  742338    6.7846e+07     1.0202
  742374    3.0829e+08     1.1594
  742409    2.6451e+08     2.1054
  742461    2.5791e+08     2.6052
  742482    1.4041e+08     2.3619
  742513    5.7219e+08     3.4489
  742536    5.0204e+08     0.9817
  742591    4.6912e+08     3.7719
  742605    4.5930e+07     1.3073
  742606    1.5691e+08     0.7717
  742647    5.7289e+08     3.4785
  742689    4.7776e+08     1.2311
  742715    8.3921e+08     1.0434
  742735    8.9208e+08     2.8030
  742772    5.0473e+08     2.1227
  742805    6.9117e+07     1.0077
  742806    1.2854e+08     1.0311
  742851    4.9028e+08     2.0415
  742891    8.1180e+07     2.2215
  742954    1.7181e+08     1.6680
  743005    6.2518e+08     1.5169
  743092    1.0824e+08     1.2937
  743093    2.7689e+07     1.2803
  743165    5.7423e+08     1.3261
  743212    6.2499e+08     0.7907
  743244    7.4081e+08     2.2210
  743276    3.1833e+08     0.8040
  743353    8.7787e+08     3.5673
  743375    2.7956e+08     0.8897
  743376    3.6575e+07     0.6456
  743420    3.1058e+08     1.8278
  743455    4.2386e+08     2.6124
  743502    2.8739e+08     1.8869
  743545    7.1321e+08     0.5974
  743591    1.8267e+08     1.6965
  743645    1.0572e+09     1.5671
  743692    3.4917e+08     2.0011
  743744    2.3027e+08     2.0595
  743778    2.9388e+08     0.7457
  743880    3.2445e+08     1.1562
  743910    1.7788e+08     1.6408
  743964    3.6732e+08     1.1433
  744007    5.3689e+08     1.4751
  744040    6.9821e+08     2.2667
  744080    7.3439e+08     1.5101
  744118    1.0411e+08     1.0104
  744119    2.5734e+07     0.8202
  744163    3.6788e+08     1.8896
  744230    2.9837e+08     3.1485
  744298    3.5649e+08     0.9940
  744359    9.6907e+08     2.1428
  744397    2.6485e+08     1.5578
  744448    3.6551e+08     1.1325
  744489    2.0652e+08     1.9562
  744554    5.1125e+08     2.3186
  744578    3.5313e+08     1.9359
  744635    2.8165e+08     0.3718
  744691    1.1407e+09     1.7319
  744726    2.9032e+08     1.7058
  744769    6.2149e+08     0.3461
  744809    8.3439e+08     1.2732
  744839    8.2547e+07     0.6369
  744840    1.0736e+08     0.6320
  744886    1.1911e+09     2.0576
  744920    4.7732e+08     1.4299
  744945    7.8616e+08     2.4972
  744991    8.2455e+07     1.4485
  745073    7.2095e+08     0.7838
  745089    2.0455e+08     1.9400
  745155    2.4725e+08     1.2058
  745206    1.5449e+08     1.2713
  745276    8.7524e+08     3.2535
  745310    9.0339e+08     1.9038
  745367    2.0705e+08     1.4556
  745422    4.4159e+08     0.3098
  745475    2.7274e+08     4.9391
  745513    1.6779e+08     1.5211
  745551    4.6389e+08     2.1441
  745586    6.1102e+08     0.3254
  745649    2.0073e+08     2.1560
  745705    4.1961e+08     1.2622
  745770    6.1986e+08     1.0620
  745833    6.2661e+08     1.2493
  745882    5.4451e+08     0.7126
  745922    4.6836e+08     2.8853
  745971    6.2481e+08     2.1521
  746010    1.8424e+08     0.9177
  746011    6.7413e+07     1.0043
  746042    1.2290e+09     2.2161
  746067    4.3964e+08     2.1806
  746108    3.7178e+08     0.9783
  746147    3.5931e+08     0.5299
  746180    5.0595e+08     2.4334
  746214    1.2068e+09     1.5024
  746241    6.4681e+08     1.2295
  746282    3.4234e+08     1.8098
  746322    3.8426e+08     0.5393
  746394    2.5020e+08     1.8810
  746438    8.0063e+08     1.6553
  746508    1.0738e+08     0.8814
  746509    7.0378e+07     0.9988
  746609    7.3539e+07     0.7409
  746610    7.9249e+07     0.6394
  746671    9.6207e+08     1.9665
  746699    3.4754e+08     1.4677
  746735    3.6341e+08     1.3345
  746765    6.4808e+08     1.8927
  746827    4.4123e+08     2.2534
  746855    1.3989e+08     1.4397
  746894    5.6469e+08     1.3456
  746923    1.0993e+09     1.9836
  746970    2.8149e+08     1.1325
  747017    2.3564e+08     1.1499
  747069    4.9378e+08     2.9172
  747118    7.2504e+08     2.4732
  747162    8.7283e+07     0.8870
  747163    5.0585e+07     0.9291
  747212    3.1171e+08     2.1522
  747213    2.5174e+07     0.9915
  747245    1.1513e+08     1.0132
  747320    2.9003e+08     1.0223
  747357    1.5667e+08     1.7469
  747416    8.7636e+08     2.4519
  747434    2.5022e+08     1.8042
  747478    2.7313e+08     1.0814
  747547    2.1379e+08     1.7126
  747602    2.2382e+08     1.1006
  747658    3.3385e+08     2.0694
  747699    1.4688e+08     1.8282
  747766    4.9341e+08     1.8592
  747792    1.7045e+08     1.4514
  747856    2.7707e+08     0.8863
  747891    1.8384e+08     1.2091
  747929    4.0792e+07     1.5916
  747987    1.1817e+09     1.8264
  748026    5.3294e+08     1.5577
  748049    4.4164e+08     1.0234
  748094    4.3773e+08     1.6126
  748148    1.3120e+08     0.7684
  748149    4.5367e+07     1.0649
  748253    5.3981e+08     2.7249
  748296    7.1680e+08     1.6808
  748334    5.9669e+08     1.3911
  748385    4.7383e+08     0.3884
  748427    5.0669e+08     0.9574
  748533    1.5986e+08     1.0193
  748579    4.2856e+08     2.4594
  748656    1.2798e+08     1.1815
  748693    5.6540e+08     0.9340
  748720    1.8607e+08     1.0434
  748762    7.8245e+07     1.6445
  748763    7.4717e+07     1.4766
  748804    6.5236e+08     2.4597
  748881    9.4015e+08     1.6806
  748925    2.6228e+08     4.0684
  748967    2.2129e+08     2.0251
  749035    5.5860e+08     0.4101
  749075    6.6787e+08     0.8235
  749096    1.4740e+08     2.2249
  749131    3.4706e+08     2.3323
  749161    4.5318e+08     1.7763
  749202    1.5359e+08     0.5510
  749260    6.7319e+08     1.4999
  749288    2.1698e+08     1.3957
  749289    1.2133e+08     1.1975
  749339    2.3096e+08     2.2829
  749386    5.0010e+08     0.8944
  749432    6.2721e+08     2.0867
  749433    1.8114e+08     0.6866
  749453    7.6804e+08     2.5443
  749473    8.8938e+08     2.8279
  749493    7.6909e+08     1.5535
  749533    9.9256e+08     1.5484
  749566    5.6947e+08     2.3856
  749606    2.1492e+08     0.7140
  749607    1.8959e+08     0.6599
  749608    3.5892e+07     1.2344
  749642    4.1512e+08     0.9514
  749671    4.6710e+08     2.6556
  749708    7.7314e+08     1.8397
  749733    3.6750e+08     1.7320
  749766    4.4118e+08     1.1887
  749803    3.3111e+08     1.3965
  749848    4.6156e+08     0.8631
  749871    4.1083e+08     1.0862
  749917    1.4916e+08     1.0502
  749990    1.1405e+09     1.4630
  750015    5.3746e+08     1.5222
  750016    1.0876e+08     0.6252
  750058    2.3794e+08     1.4164
  750117    3.5580e+08     1.1817
  750142    1.7518e+08     1.3451
  750202    1.4128e+08     1.0926
  750274    5.5505e+08     1.6433
  750308    2.2071e+08     1.4522
  750334    5.3895e+08     0.5270
  750363    2.4476e+08     0.9478
  750411    6.8760e+08     1.9607
  750447    4.8111e+08     3.3394
  750482    1.0719e+09     2.2963
  750505    1.1425e+09     1.0516
  750527    9.3456e+08     2.0322
  750551    4.1106e+08     1.7216
  750569    4.1414e+07     0.9263
  750641    1.2188e+08     2.1740
  750688    8.8402e+07     0.7133
  750734    5.6870e+07     1.2091
  750787    3.7051e+08     2.3084
  750819    4.5229e+07     0.9561
  750883    1.3032e+08     0.7816
  750884    1.2873e+08     0.8074
  750915    8.2507e+07     0.6458
  750985    8.4929e+08     0.6368
  751001    4.1312e+08     1.6673
  751041    2.4020e+08     1.1184
  751066    1.5237e+08     3.0012
  751116    3.8368e+08     2.3203
  751184    3.7064e+08     0.8979
  751230    1.2149e+09     1.2543
  751255    2.6496e+08     1.8844
  751294    7.5470e+08     1.9534
  751322    1.2315e+09     2.5084
  751356    4.9394e+08     0.4333
  751381    3.5610e+08     1.7098
  751414    7.4481e+08     1.4030
  751444    7.4358e+08     1.6564
  751477    3.1594e+08     1.0492
  751504    5.1419e+08     0.3379
  751530    1.6843e+08     1.6772
  751569    3.9439e+08     0.8096
  751607    1.7625e+08     0.7417
  751645    1.9334e+08     1.2701
  751682    9.0312e+07     0.7924
  751683    6.6622e+07     1.0647
  751710    1.1777e+08     1.1566
  751760    1.0865e+09     0.9893
  751781    1.6494e+08     0.4252
  751858    3.8255e+08     2.0895
  751877    6.9095e+07     0.6676
  751878    5.2156e+07     1.1775
  751941    4.5156e+08     1.1848
  751968    8.7030e+08     1.0870
  752002    3.4504e+08     0.5026
  752046    5.8061e+08     0.4817
  752084    4.6462e+08     2.0614
  752107    1.5048e+08     0.6399
  752168    1.0895e+09     1.3303
  752185    9.6926e+07     1.4691
  752247    7.9191e+07     1.0230
  752371    9.8830e+08     1.2678
  752400    4.8832e+08     0.5174
  752448    6.1235e+08     0.3290
  752484    4.4108e+08     2.3748
  752555    6.5136e+08     1.7944
